Task,Station,Task_Time
871,117,170
896,117,78
928,117,193
847,117,153
852,117,141
853,117,242
840,118,45
851,118,193
850,118,177
857,118,115
886,118,145
914,118,156
910,118,123
932,119,114
936,119,139
963,119,45
971,119,29
984,119,404
978,119,80
911,119,71
917,119,52
909,120,136
929,120,89
944,120,74
933,120,232
938,120,115
958,120,311
951,121,79
977,121,55
918,121,379
919,121,221
937,121,103
950,121,78
966,121,64
972,122,157
915,122,176
945,122,98
931,122,231
947,122,32
956,122,108
953,123,215
979,123,97
975,123,43
970,123,267
973,123,133
908,123,207
906,124,66
920,124,63
913,124,155
916,124,96
946,124,60
949,124,115
907,124,78
930,124,317
912,125,168
848,125,157
865,125,77
893,125,44
860,125,110
894,125,24
858,125,99
889,125,44
890,125,238
855,126,80
924,126,149
839,126,173
864,126,127
862,126,102
875,126,88
999,126,144
997,126,85
993,127,234
991,127,128
837,127,74
876,127,86
904,127,107
901,127,289
941,128,358
959,128,243
960,128,169
976,128,159
969,129,222
965,129,169
926,129,110
943,129,145
922,129,179
939,130,197
962,130,79
961,130,33
980,130,244
900,130,295
935,130,152
964,131,233
952,131,277
983,131,28
967,131,173
903,131,256
902,132,169
905,132,115
841,132,174
861,132,74
205,132,84
234,132,80
202,132,102
269,132,133
290,133,118
292,133,105
289,133,129
299,133,79
297,133,62
291,133,28
531,133,47
556,133,50
562,133,221
591,133,135
609,134,244
610,134,126
521,134,25
1000,134,104
986,134,223
994,134,128
998,135,169
753,135,92
765,135,121
838,135,156
856,135,143
897,135,83
881,135,102
887,135,47
882,136,91
891,136,34
880,136,126
877,136,214
884,136,24
898,136,134
883,136,39
878,136,203
879,136,128
885,137,168
925,137,215
921,137,59
934,137,64
957,137,38
985,137,114
927,137,42
942,137,154
940,137,103
948,138,92
955,138,103
954,138,56
968,138,29
982,138,84
974,138,24
981,138,70
923,138,64
844,138,106
842,138,187
859,139,266
995,139,69
996,139,126
989,139,72
988,139,63
990,139,44
992,139,159
987,139,180
