Task,Station,Task_Time
171,117,267
181,118,557
197,119,666
183,120,574
212,121,538
198,122,511
188,122,390
192,123,491
189,123,494
202,124,881
205,125,559
194,126,583
200,127,607
163,128,440
158,128,472
195,129,588
206,130,595
209,131,518
169,131,375
174,132,553
221,132,240
214,133,713
228,134,501
243,134,351
229,135,464
226,135,445
247,136,535
236,137,626
219,138,731
248,139,467
270,139,494
254,140,316
255,140,622
238,141,573
268,141,392
290,142,331
305,142,628
258,143,689
225,144,659
249,145,538
261,145,452
285,146,560
288,146,397
269,147,502
216,147,457
222,148,377
244,148,562
234,149,440
224,149,428
241,150,600
289,151,774
311,152,440
319,152,458
333,153,589
299,154,580
350,155,628
352,156,447
368,156,513
391,157,378
420,157,604
1,158,655
156,159,480
185,159,417
179,160,569
196,161,696
177,162,686
178,163,363
201,163,496
210,164,373
180,164,332
176,165,509
220,165,400
227,166,620
232,167,668
245,168,616
266,169,619
278,169,356
284,170,601
267,171,562
281,172,643
302,173,568
326,174,502
307,174,279
317,175,636
295,176,564
263,176,396
280,177,364
251,177,457
237,178,650
262,178,343
279,179,518
286,179,328
293,180,489
296,180,392
223,181,250
246,181,508
256,182,385
239,182,428
252,183,585
240,183,409
253,184,572
190,185,473
207,186,534
213,186,416
218,187,501
231,187,340
233,188,617
217,189,448
235,189,453
264,190,387
257,190,546
283,191,725
306,192,588
316,192,272
325,193,511
215,193,338
242,194,695
265,195,374
259,196,749
287,197,487
291,198,584
303,199,713
310,200,433
230,200,558
348,201,526
346,202,643
375,203,738
94,204,455
250,204,482
277,205,598
276,206,432
273,206,528
271,207,432
272,207,543
275,208,340
274,208,440
313,209,496
329,210,528
298,211,481
297,211,345
301,212,465
324,212,388
314,213,473
321,213,362
330,214,520
354,214,344
318,215,523
308,215,341
331,216,655
294,217,501
300,217,270
356,218,435
366,218,439
387,219,543
357,219,372
365,220,379
386,220,442
402,221,607
404,222,483
397,223,575
405,223,389
401,224,363
400,224,405
403,225,653
398,226,354
399,226,365
433,227,591
422,228,463
425,228,438
421,229,410
435,229,463
440,230,569
456,231,485
444,232,567
446,233,572
458,234,710
465,234,258
463,235,412
437,235,564
345,236,568
367,237,675
344,238,475
353,238,524
480,239,355
492,239,472
517,240,659
472,241,603
490,242,446
515,242,493
483,243,533
479,243,369
521,244,493
533,244,250
312,245,682
323,246,631
327,247,530
334,248,507
358,249,555
374,250,665
390,250,321
411,251,644
409,252,609
431,252,264
430,253,582
445,254,572
392,255,559
413,255,426
415,256,440
429,256,451
423,257,659
447,258,472
462,258,484
443,259,615
460,260,560
461,261,454
455,261,483
464,262,541
355,262,389
370,263,514
389,264,611
408,265,746
407,266,410
418,266,521
417,267,470
432,267,501
426,268,374
424,268,312
439,269,556
336,270,489
471,270,476
494,271,679
505,272,603
491,272,386
474,273,510
486,273,417
502,274,501
488,275,660
510,275,333
509,276,477
498,277,577
487,278,532
478,279,720
475,280,465
499,280,455
516,281,327
485,281,515
513,282,585
526,283,560
548,283,352
561,284,592
556,285,409
580,285,580
588,286,495
525,286,439
524,287,603
541,287,366
554,288,598
557,288,289
579,289,506
531,290,526
537,291,486
555,292,619
550,293,743
572,294,481
544,295,543
563,295,335
570,296,651
594,297,581
591,298,580
627,299,648
651,300,647
530,301,462
535,301,450
552,302,621
565,303,678
575,304,353
605,304,618
582,305,536
576,306,478
549,307,558
551,308,526
536,308,377
567,309,521
581,310,557
568,311,444
578,311,504
589,312,604
593,312,267
596,313,431
590,313,368
602,314,601
585,315,483
592,315,238
597,316,380
625,316,573
647,317,571
630,318,475
527,318,480
540,319,460
528,319,531
670,320,324
685,320,660
695,321,558
659,321,374
315,322,479
342,323,595
343,323,305
369,324,767
347,325,450
362,325,162
587,326,581
341,327,423
359,327,488
364,328,557
340,329,533
371,329,401
260,330,462
282,330,456
304,331,408
322,331,534
328,332,484
309,332,278
320,333,428
332,333,431
292,334,606
349,335,544
373,336,544
388,336,432
335,337,262
337,337,411
351,338,584
363,338,402
372,339,279
394,339,646
360,340,448
338,340,535
339,341,472
361,341,361
380,342,633
382,343,702
410,343,101
412,344,454
427,344,535
436,345,476
442,345,403
384,346,589
381,347,497
396,348,647
406,349,509
434,350,688
441,351,328
376,351,584
379,352,335
395,352,369
383,353,598
385,354,541
419,354,422
414,355,419
428,355,511
378,356,474
416,357,699
377,357,270
393,358,575
438,358,238
452,359,736
451,360,333
453,360,569
450,361,681
454,362,455
449,363,553
457,363,396
459,364,643
586,365,690
611,366,489
618,366,283
621,367,581
650,368,595
617,369,495
608,370,594
616,371,648
619,372,519
612,372,424
640,373,489
649,374,564
636,375,603
620,376,641
644,377,411
610,377,502
641,378,631
607,379,532
609,380,700
622,381,460
615,381,502
606,382,550
648,383,678
613,384,634
643,385,535
638,385,464
614,386,503
476,387,745
484,388,567
495,389,499
507,389,460
481,390,457
482,390,512
473,391,582
501,391,414
497,392,498
514,392,483
512,393,571
477,394,720
532,395,378
542,395,430
564,396,428
559,396,497
571,397,412
523,397,315
546,398,667
553,398,280
569,399,438
604,400,683
598,401,579
595,402,460
634,402,508
637,403,539
629,403,392
639,404,423
624,404,482
642,405,736
631,406,723
632,407,467
667,408,563
668,409,825
689,410,408
697,411,650
705,412,538
673,412,145
691,413,373
660,413,489
690,414,515
700,414,268
714,415,462
727,415,494
732,416,716
734,417,492
737,418,684
756,419,408
764,420,730
780,421,543
779,421,355
739,422,402
747,422,428
748,423,398
750,423,546
770,424,411
782,424,450
664,425,738
688,426,555
686,426,414
703,427,600
786,428,589
785,429,413
657,429,510
658,430,315
682,430,507
676,431,696
661,431,155
675,432,371
681,432,455
696,433,534
719,433,447
671,434,456
669,434,474
683,435,385
666,435,565
678,436,364
663,436,590
679,437,318
704,437,563
711,438,389
715,438,417
725,439,565
728,440,631
721,441,406
740,441,493
749,442,590
759,443,676
738,444,573
763,444,300
746,445,381
765,446,737
775,447,531
741,448,520
754,449,494
755,449,495
776,450,392
768,450,407
777,451,588
778,452,475
694,452,464
709,453,439
712,453,511
730,454,551
724,455,568
744,456,636
752,457,489
773,458,577
733,459,556
758,460,658
742,461,628
753,462,736
811,463,435
808,463,509
680,464,413
766,464,456
788,465,457
812,465,527
793,466,524
817,467,519
831,467,447
828,468,492
787,469,777
791,470,645
790,471,441
789,471,376
794,472,455
823,472,481
821,473,341
843,473,559
835,474,515
837,474,477
792,475,427
820,475,523
832,476,405
854,476,563
847,477,433
846,477,525
851,478,510
852,478,486
849,479,335
848,479,468
874,480,464
870,480,526
879,481,391
868,481,522
869,482,488
872,482,473
871,483,347
863,483,344
865,484,704
867,485,608
885,486,548
894,487,613
905,488,394
897,488,501
901,489,410
886,489,403
903,490,460
911,491,621
891,492,520
893,493,581
899,494,486
933,494,464
934,495,620
951,496,510
929,497,530
932,498,517
931,498,358
937,499,441
940,499,441
975,500,707
985,501,591
989,501,339
977,502,414
448,502,524
470,503,409
496,504,637
504,505,561
503,506,509
468,507,597
489,508,576
469,509,643
493,510,506
506,511,540
511,512,628
508,513,542
467,513,403
466,514,707
500,515,453
529,516,739
538,517,382
566,517,435
981,518,785
573,519,312
534,520,750
518,521,522
767,521,342
522,522,578
539,522,313
543,523,755
562,524,564
558,525,538
577,526,634
583,527,538
599,528,480
600,528,483
603,529,449
584,529,507
626,530,559
628,531,537
646,531,304
623,532,398
635,532,536
520,533,427
545,534,664
560,535,483
574,535,448
547,536,578
601,537,680
633,538,512
645,539,532
519,540,679
674,541,394
677,541,591
693,542,375
707,542,428
706,543,597
731,544,457
708,544,518
713,545,532
729,545,335
722,546,302
720,546,608
745,547,811
743,548,482
761,548,391
762,549,328
774,549,408
736,550,585
757,551,537
760,551,212
781,552,626
769,553,642
771,554,391
783,554,575
772,555,709
701,556,455
710,556,384
810,557,181
822,557,573
833,558,670
839,559,523
856,559,446
784,560,522
809,561,599
656,561,366
672,562,494
687,563,561
699,564,785
717,565,639
802,566,576
814,567,620
799,568,449
797,568,447
796,569,679
813,570,783
836,571,664
801,572,566
804,573,586
805,573,394
806,574,553
824,575,631
830,576,413
840,576,559
838,577,484
825,578,519
798,579,663
807,579,293
795,580,507
819,580,409
826,581,549
803,581,434
815,582,630
800,583,599
816,584,526
818,584,436
827,585,636
842,586,453
829,586,313
834,587,559
841,588,448
845,588,190
853,588,193
850,589,611
855,590,390
665,590,425
655,591,505
662,591,488
653,592,456
652,592,502
684,593,511
692,593,423
698,594,735
716,595,619
702,595,310
718,596,520
726,597,715
723,598,806
735,599,727
751,600,628
654,601,376
844,601,436
873,601,177
876,602,442
875,602,552
866,603,633
864,604,571
888,604,381
910,605,306
881,605,692
938,606,368
949,606,617
971,607,636
982,608,674
936,609,460
944,609,448
972,610,354
988,610,383
878,610,214
857,611,612
858,611,299
859,612,649
877,613,573
862,614,595
860,615,483
861,615,487
895,616,349
909,616,537
889,617,573
887,618,530
892,618,420
898,619,731
890,620,376
880,620,611
896,621,828
882,622,548
902,622,340
912,623,648
900,624,478
883,624,494
904,625,625
906,625,254
884,626,592
907,627,564
908,627,229
920,628,498
958,628,441
956,629,650
925,630,569
947,630,424
922,631,545
948,632,535
952,632,412
964,633,645
1000,634,582
987,634,339
986,635,947
991,636,459
974,636,465
983,637,314
990,637,534
917,638,477
953,638,454
960,639,424
968,639,461
970,640,587
965,641,769
997,642,481
962,642,491
984,643,490
979,643,420
927,644,562
942,645,616
966,646,482
993,646,348
916,647,630
924,648,507
913,649,559
959,650,577
973,651,559
914,651,433
945,652,491
915,652,461
950,653,354
954,653,490
969,654,701
994,655,545
998,655,220
978,656,391
919,656,562
923,657,552
926,657,446
921,658,349
943,658,541
957,659,522
918,659,462
955,660,682
976,661,587
992,662,502
996,663,574
967,664,594
963,665,462
995,666,627
999,666,222
980,667,449
928,667,542
939,668,430
935,668,299
930,669,551
946,670,813
941,671,559
961,671,395
