Task,Station,Task_Time
885,204,590
893,204,100
905,204,254
933,205,180
899,205,213
900,205,99
923,206,572
918,206,53
843,206,283
878,207,165
897,207,108
902,207,244
929,207,394
635,207,60
631,208,263
642,208,33
620,208,512
649,208,144
660,209,348
689,209,514
713,210,217
726,210,183
715,210,64
730,210,320
757,210,160
618,211,208
621,211,98
639,211,199
656,211,321
680,211,59
679,212,296
682,212,485
683,212,37
714,213,190
700,213,136
704,213,57
731,213,280
678,213,84
701,214,324
153,214,566
677,215,214
681,215,21
712,215,219
684,215,510
707,216,255
685,216,130
617,216,177
699,216,133
735,216,76
718,217,281
720,217,576
727,217,130
722,218,197
717,218,183
723,218,326
724,218,176
719,219,428
721,219,196
725,219,26
755,219,31
759,219,68
752,220,529
749,220,155
745,220,70
760,220,37
756,221,249
744,221,48
753,221,54
748,221,67
769,221,215
790,221,263
784,222,187
761,222,285
791,222,306
774,222,154
776,223,572
773,223,348
772,224,126
777,224,253
771,224,371
775,224,188
778,225,310
779,225,557
765,226,330
783,226,57
762,226,512
785,227,130
764,227,59
903,227,99
898,227,221
928,227,253
915,228,565
934,228,68
914,228,103
912,228,156
916,229,482
913,229,73
911,229,206
943,229,69
947,230,571
936,230,179
967,231,513
985,231,393
973,232,149
999,232,456
959,233,465
622,233,518
653,234,306
643,234,207
667,234,163
668,234,315
663,235,130
691,235,444
709,235,267
729,236,190
734,236,503
754,237,505
746,237,61
751,237,248
703,237,69
766,238,139
789,238,195
781,238,219
770,238,67
787,238,260
782,239,139
623,239,132
625,239,23
644,239,92
641,239,152
655,240,564
671,240,104
665,240,279
661,241,154
664,241,136
687,241,75
708,241,247
728,241,49
732,241,155
758,242,519
696,242,279
692,243,302
619,243,85
624,243,167
647,243,155
659,243,48
686,243,28
711,243,111
808,243,104
823,244,57
797,244,277
799,244,169
816,244,129
798,244,150
819,244,71
828,244,65
834,245,258
806,245,58
814,245,593
839,246,517
803,246,47
825,246,249
813,247,542
837,248,499
863,248,112
846,248,117
804,248,51
824,248,40
802,249,448
826,249,530
815,250,132
831,250,223
829,250,177
836,250,317
800,251,399
795,251,180
822,251,75
812,251,177
805,252,193
817,252,487
793,252,124
810,252,158
833,253,102
807,253,125
794,253,262
809,253,290
865,254,513
860,254,145
875,254,132
845,254,149
858,255,505
859,255,80
868,255,195
883,255,213
906,256,249
932,256,179
917,256,177
935,256,181
955,257,245
952,257,34
953,257,99
954,257,153
978,257,316
993,258,514
1000,258,443
956,259,179
986,259,244
992,259,181
856,259,362
866,260,156
857,260,55
864,260,96
871,260,560
