Station,Load,Capacity,Idle_Time
119,742,1000,258
120,437,1000,563
121,586,1000,414
122,467,1000,533
123,967,1000,33
124,965,1000,35
125,915,1000,85
126,636,1000,364
127,479,1000,521
128,564,1000,436
129,825,1000,175
130,824,1000,176
131,888,1000,112
132,672,1000,328
133,905,1000,95
134,597,1000,403
135,948,1000,52
136,667,1000,333
137,563,1000,437
138,654,1000,346
139,697,1000,303
140,519,1000,481
141,512,1000,488
142,496,1000,504
143,535,1000,465
144,567,1000,433
145,936,1000,64
146,903,1000,97
147,779,1000,221
148,887,1000,113
149,546,1000,454
150,658,1000,342
151,689,1000,311
152,892,1000,108
153,987,1000,13
154,973,1000,27
155,726,1000,274
156,836,1000,164
157,507,1000,493
158,879,1000,121
159,864,1000,136
160,997,1000,3
161,817,1000,183
162,891,1000,109
163,970,1000,30
164,897,1000,103
165,937,1000,63
166,967,1000,33
167,514,1000,486
168,515,1000,485
169,670,1000,330
170,994,1000,6
171,694,1000,306
172,976,1000,24
173,472,1000,528
174,636,1000,364
175,828,1000,172
176,490,1000,510
177,615,1000,385
178,617,1000,383
179,547,1000,453
180,871,1000,129
181,872,1000,128
182,301,1000,699
183,752,1000,248
184,635,1000,365
185,906,1000,94
186,642,1000,358
187,996,1000,4
188,569,1000,431
189,528,1000,472
190,680,1000,320
191,923,1000,77
192,942,1000,58
193,513,1000,487
194,711,1000,289
195,646,1000,354
196,914,1000,86
197,516,1000,484
198,636,1000,364
199,871,1000,129
200,996,1000,4
201,933,1000,67
202,935,1000,65
203,750,1000,250
204,700,1000,300
205,709,1000,291
206,506,1000,494
207,958,1000,42
208,873,1000,127
209,944,1000,56
210,563,1000,437
211,971,1000,29
212,584,1000,416
213,666,1000,334
214,560,1000,440
215,488,1000,512
216,581,1000,419
217,900,1000,100
218,952,1000,48
219,993,1000,7
220,965,1000,35
221,959,1000,41
222,890,1000,110
223,686,1000,314
224,683,1000,317
225,732,1000,268
226,986,1000,14
227,747,1000,253
228,437,1000,563
229,614,1000,386
230,493,1000,507
231,641,1000,359
232,639,1000,361
233,732,1000,268
234,523,1000,477
235,647,1000,353
236,727,1000,273
237,564,1000,436
238,844,1000,156
239,892,1000,108
240,567,1000,433
241,590,1000,410
242,918,1000,82
243,974,1000,26
244,526,1000,474
245,535,1000,465
246,675,1000,325
247,943,1000,57
248,926,1000,74
249,996,1000,4
250,569,1000,431
251,996,1000,4
252,558,1000,442
253,592,1000,408
254,507,1000,493
255,553,1000,447
256,642,1000,358
257,561,1000,439
258,618,1000,382
259,942,1000,58
260,382,1000,618
261,757,1000,243
262,977,1000,23
263,761,1000,239
264,774,1000,226
265,693,1000,307
266,784,1000,216
267,931,1000,69
268,499,1000,501
269,917,1000,83
270,655,1000,345
271,905,1000,95
272,995,1000,5
273,400,1000,600
274,674,1000,326
275,572,1000,428
276,616,1000,384
277,947,1000,53
278,995,1000,5
279,629,1000,371
280,488,1000,512
281,986,1000,14
282,883,1000,117
283,525,1000,475
284,580,1000,420
285,989,1000,11
286,583,1000,417
287,485,1000,515
288,610,1000,390
289,610,1000,390
290,999,1000,1
291,919,1000,81
292,920,1000,80
293,967,1000,33
294,997,1000,3
295,562,1000,438
296,592,1000,408
297,595,1000,405
298,491,1000,509
299,545,1000,455
300,620,1000,380
301,509,1000,491
302,930,1000,70
303,735,1000,265
304,639,1000,361
305,909,1000,91
306,837,1000,163
307,772,1000,228
308,581,1000,419
309,645,1000,355
310,528,1000,472
311,598,1000,402
312,614,1000,386
313,885,1000,115
314,788,1000,212
315,521,1000,479
316,572,1000,428
317,434,1000,566
318,620,1000,380
319,1000,1000,0
320,942,1000,58
321,997,1000,3
322,766,1000,234
323,791,1000,209
324,529,1000,471
325,876,1000,124
326,522,1000,478
327,987,1000,13
328,808,1000,192
329,996,1000,4
330,984,1000,16
331,596,1000,404
332,884,1000,116
333,436,1000,564
334,567,1000,433
335,990,1000,10
336,752,1000,248
337,976,1000,24
338,992,1000,8
339,999,1000,1
340,654,1000,346
341,554,1000,446
342,624,1000,376
343,870,1000,130
344,508,1000,492
345,752,1000,248
346,895,1000,105
347,819,1000,181
348,640,1000,360
349,612,1000,388
350,896,1000,104
351,988,1000,12
352,796,1000,204
353,964,1000,36
354,773,1000,227
355,986,1000,14
356,607,1000,393
357,573,1000,427
358,859,1000,141
359,984,1000,16
360,590,1000,410
361,802,1000,198
362,747,1000,253
363,544,1000,456
364,942,1000,58
365,766,1000,234
366,564,1000,436
367,765,1000,235
368,613,1000,387
369,477,1000,523
370,609,1000,391
371,672,1000,328
372,564,1000,436
373,833,1000,167
374,643,1000,357
375,546,1000,454
376,557,1000,443
377,962,1000,38
378,578,1000,422
379,827,1000,173
380,650,1000,350
381,622,1000,378
382,457,1000,543
383,570,1000,430
384,934,1000,66
385,623,1000,377
386,979,1000,21
387,564,1000,436
388,625,1000,375
389,611,1000,389
390,528,1000,472
391,937,1000,63
392,999,1000,1
393,638,1000,362
394,915,1000,85
395,922,1000,78
396,591,1000,409
397,832,1000,168
398,947,1000,53
399,973,1000,27
400,924,1000,76
401,694,1000,306
402,976,1000,24
403,393,1000,607
404,670,1000,330
405,558,1000,442
406,497,1000,503
407,639,1000,361
408,997,1000,3
409,981,1000,19
410,489,1000,511
411,882,1000,118
412,550,1000,450
413,878,1000,122
414,974,1000,26
415,842,1000,158
416,884,1000,116
417,895,1000,105
418,619,1000,381
419,919,1000,81
420,829,1000,171
421,539,1000,461
422,519,1000,481
423,626,1000,374
424,733,1000,267
425,616,1000,384
426,593,1000,407
427,820,1000,180
428,509,1000,491
429,607,1000,393
430,643,1000,357
431,904,1000,96
432,660,1000,340
433,899,1000,101
434,861,1000,139
435,996,1000,4
436,952,1000,48
437,532,1000,468
438,776,1000,224
439,558,1000,442
440,988,1000,12
441,766,1000,234
442,769,1000,231
443,758,1000,242
444,999,1000,1
445,890,1000,110
446,840,1000,160
447,622,1000,378
448,715,1000,285
449,551,1000,449
450,949,1000,51
451,902,1000,98
452,814,1000,186
453,481,1000,519
454,536,1000,464
455,606,1000,394
456,697,1000,303
457,521,1000,479
458,646,1000,354
459,642,1000,358
460,973,1000,27
461,973,1000,27
462,697,1000,303
463,623,1000,377
464,586,1000,414
465,665,1000,335
466,712,1000,288
467,808,1000,192
468,526,1000,474
469,691,1000,309
470,979,1000,21
471,604,1000,396
472,928,1000,72
473,747,1000,253
474,519,1000,481
475,658,1000,342
476,986,1000,14
477,413,1000,587
478,711,1000,289
479,987,1000,13
480,923,1000,77
481,888,1000,112
482,742,1000,258
483,792,1000,208
484,996,1000,4
485,903,1000,97
486,715,1000,285
487,587,1000,413
488,679,1000,321
489,511,1000,489
490,627,1000,373
491,836,1000,164
492,927,1000,73
493,982,1000,18
494,882,1000,118
495,612,1000,388
496,900,1000,100
497,920,1000,80
498,802,1000,198
499,963,1000,37
500,760,1000,240
501,952,1000,48
502,895,1000,105
503,623,1000,377
504,875,1000,125
505,662,1000,338
506,450,1000,550
507,591,1000,409
508,539,1000,461
509,932,1000,68
510,730,1000,270
511,622,1000,378
512,970,1000,30
513,487,1000,513
514,963,1000,37
515,1000,1000,0
516,919,1000,81
517,748,1000,252
518,673,1000,327
519,965,1000,35
520,956,1000,44
521,788,1000,212
522,648,1000,352
523,700,1000,300
524,464,1000,536
525,978,1000,22
526,651,1000,349
527,930,1000,70
528,505,1000,495
529,573,1000,427
530,985,1000,15
531,509,1000,491
532,670,1000,330
533,686,1000,314
534,980,1000,20
535,976,1000,24
536,952,1000,48
537,968,1000,32
538,897,1000,103
539,578,1000,422
540,834,1000,166
541,715,1000,285
542,903,1000,97
543,521,1000,479
544,510,1000,490
545,626,1000,374
546,637,1000,363
547,955,1000,45
548,640,1000,360
549,943,1000,57
550,761,1000,239
551,797,1000,203
552,958,1000,42
553,429,1000,571
554,670,1000,330
555,567,1000,433
556,830,1000,170
557,649,1000,351
558,663,1000,337
559,601,1000,399
560,634,1000,366
561,962,1000,38
562,941,1000,59
563,962,1000,38
564,696,1000,304
565,868,1000,132
566,942,1000,58
567,993,1000,7
568,662,1000,338
569,732,1000,268
570,703,1000,297
571,887,1000,113
572,532,1000,468
573,499,1000,501
574,726,1000,274
575,914,1000,86
576,689,1000,311
577,502,1000,498
578,594,1000,406
579,522,1000,478
580,605,1000,395
581,531,1000,469
582,954,1000,46
583,896,1000,104
584,971,1000,29
585,911,1000,89
586,997,1000,3
587,640,1000,360
588,828,1000,172
589,552,1000,448
590,888,1000,112
591,941,1000,59
592,920,1000,80
593,559,1000,441
594,583,1000,417
595,596,1000,404
596,561,1000,439
597,977,1000,23
598,663,1000,337
599,965,1000,35
600,652,1000,348
601,872,1000,128
602,881,1000,119
603,907,1000,93
604,536,1000,464
605,984,1000,16
606,918,1000,82
607,803,1000,197
608,988,1000,12
609,634,1000,366
610,790,1000,210
611,521,1000,479
612,853,1000,147
613,803,1000,197
614,813,1000,187
615,588,1000,412
616,833,1000,167
617,667,1000,333
618,497,1000,503
619,711,1000,289
620,619,1000,381
621,513,1000,487
622,997,1000,3
623,634,1000,366
624,596,1000,404
625,564,1000,436
626,677,1000,323
627,862,1000,138
628,811,1000,189
629,781,1000,219
630,994,1000,6
631,669,1000,331
632,641,1000,359
633,579,1000,421
634,734,1000,266
635,556,1000,444
636,517,1000,483
637,610,1000,390
638,634,1000,366
639,939,1000,61
640,802,1000,198
641,738,1000,262
642,764,1000,236
643,915,1000,85
644,649,1000,351
645,548,1000,452
646,825,1000,175
647,563,1000,437
648,556,1000,444
649,482,1000,518
650,836,1000,164
651,965,1000,35
652,847,1000,153
653,586,1000,414
654,553,1000,447
655,566,1000,434
656,921,1000,79
657,609,1000,391
658,967,1000,33
659,990,1000,10
660,530,1000,470
661,925,1000,75
662,875,1000,125
663,979,1000,21
664,425,1000,575
