Task,Station,Task_Time
456,64,76
470,64,60
469,65,175
493,65,52
497,65,22
490,65,221
492,65,282
418,65,76
413,65,141
427,66,309
433,66,179
437,66,128
435,66,163
430,66,140
429,67,91
426,67,116
431,67,90
438,67,364
432,67,77
428,67,165
434,68,214
436,68,358
465,68,193
477,68,159
459,69,304
466,69,154
447,69,199
463,69,145
473,69,158
494,70,96
461,70,184
468,70,126
475,70,36
491,70,172
484,70,138
502,70,34
458,70,60
462,71,207
451,71,184
474,71,266
481,71,133
476,71,65
479,71,144
498,72,126
488,72,43
495,72,46
452,72,141
457,72,275
467,72,177
496,72,47
489,72,37
500,73,132
483,73,86
454,73,346
471,73,133
501,73,67
460,73,24
510,73,154
503,74,175
506,74,57
515,74,145
509,74,54
519,74,100
534,74,227
549,74,145
550,74,78
566,75,86
565,75,268
568,75,223
564,75,101
522,75,83
512,75,52
571,75,165
596,76,172
627,76,284
582,76,38
603,76,154
607,76,304
578,77,108
604,77,107
605,77,38
588,77,178
576,77,66
609,77,63
617,77,145
621,77,178
638,77,100
637,78,116
659,78,142
645,78,106
641,78,63
636,78,140
657,78,61
656,78,240
504,78,72
518,79,168
508,79,60
536,79,303
511,79,74
526,79,94
535,79,56
530,79,48
527,79,94
544,79,91
567,80,71
562,80,79
569,80,152
574,80,25
599,80,259
581,80,106
613,80,119
622,80,122
632,81,117
660,81,104
589,81,164
597,81,216
583,81,274
602,81,50
520,82,128
538,82,144
524,82,330
541,82,173
546,82,135
551,82,48
540,83,145
548,83,232
557,83,150
559,83,41
553,83,244
554,83,43
563,83,88
573,84,127
595,84,36
584,84,147
608,84,165
624,84,40
640,84,193
639,84,205
586,84,21
517,85,234
516,85,58
407,85,193
406,85,327
411,85,76
445,86,132
449,86,85
405,86,76
408,86,70
403,86,194
412,86,218
409,86,124
404,86,22
514,87,137
529,87,177
528,87,111
410,87,97
443,87,123
446,87,115
414,87,102
513,87,138
537,88,220
507,88,293
531,88,221
545,88,56
542,88,199
552,89,164
556,89,60
555,89,190
558,89,60
575,89,32
600,89,90
623,89,293
615,90,134
642,90,219
577,90,104
601,90,80
610,90,211
614,90,140
619,91,227
630,91,81
655,91,194
666,91,121
643,91,90
646,91,121
664,91,35
580,91,59
606,91,47
611,92,246
618,92,133
626,92,38
631,92,94
635,92,43
634,92,128
658,92,60
661,92,108
662,92,52
585,93,144
572,93,37
612,93,154
620,93,141
616,93,98
633,93,123
644,93,20
663,93,76
505,93,160
532,93,34
539,94,103
547,94,209
533,94,71
561,94,232
521,94,225
688,95,236
665,95,270
673,95,99
670,95,152
676,95,102
579,95,125
674,96,133
668,96,109
672,96,380
667,96,117
671,96,159
669,97,251
675,97,77
701,97,81
726,97,213
738,97,135
756,97,60
778,97,86
695,98,293
696,98,134
707,98,338
727,98,104
705,98,121
698,99,65
692,99,32
699,99,250
729,99,68
693,99,206
724,99,328
730,100,140
723,100,24
741,100,217
755,100,179
775,100,66
789,100,155
773,100,147
740,101,192
758,101,95
769,101,77
754,101,171
384,101,53
570,101,27
594,101,32
598,101,71
591,101,61
590,101,165
592,102,104
593,102,88
628,102,115
625,102,167
629,102,230
652,102,209
651,103,129
648,103,62
650,103,103
647,103,31
653,103,92
649,103,96
654,103,29
791,103,177
797,103,69
702,103,157
732,104,263
725,104,46
700,104,82
731,104,42
690,104,132
728,104,55
737,104,64
748,104,308
677,105,66
689,105,67
713,105,23
721,105,106
710,105,67
716,105,181
717,105,271
712,105,158
718,105,26
711,105,34
714,106,276
709,106,89
720,106,194
715,106,212
719,106,189
708,107,126
722,107,64
742,107,99
752,107,96
766,107,132
771,107,105
774,107,85
776,107,259
760,108,118
745,108,182
751,108,249
762,108,191
770,108,59
772,109,314
736,109,205
761,109,132
734,109,113
749,109,58
753,109,33
767,110,204
768,110,50
733,110,51
759,110,28
777,110,101
757,110,28
739,110,119
743,110,40
744,110,30
747,110,116
746,110,207
735,111,121
763,111,122
765,111,237
750,111,45
764,111,148
788,111,275
787,112,116
790,112,79
795,112,81
794,112,163
796,112,21
793,112,129
792,112,24
782,112,172
781,112,34
786,112,85
783,113,143
784,113,144
779,113,119
785,113,136
780,113,142
679,113,93
685,113,197
694,114,88
683,114,300
703,114,126
678,114,225
697,114,162
686,114,46
681,115,283
706,115,32
684,115,161
687,115,142
704,115,133
680,115,160
682,116,101
691,116,65
811,116,21
818,116,95
815,116,89
809,116,59
800,116,196
819,116,264
843,116,78
850,117,120
865,117,91
855,117,114
822,117,58
801,117,212
831,117,37
847,117,253
840,117,97
853,118,122
870,118,145
863,118,50
852,118,140
807,118,161
825,118,39
835,118,288
860,118,40
874,119,301
873,119,37
861,119,183
875,119,96
876,119,302
816,119,37
810,120,290
827,120,140
841,120,178
857,120,60
868,120,133
859,120,152
880,121,243
882,121,113
889,121,208
893,121,81
903,121,239
923,122,137
934,122,121
949,122,76
959,122,61
978,122,62
915,122,86
892,122,251
896,122,170
901,123,107
917,123,83
931,123,404
938,123,90
891,123,115
899,123,43
916,123,104
939,124,238
962,124,293
975,124,87
970,124,280
942,124,67
963,125,65
976,125,66
991,125,104
937,125,203
920,125,142
803,125,81
804,125,42
826,125,94
808,125,195
821,126,68
842,126,23
844,126,113
839,126,134
851,126,66
871,126,82
823,126,35
802,126,97
798,126,97
829,126,131
833,126,58
806,126,51
824,126,37
813,127,364
799,127,75
830,127,145
837,127,118
858,127,54
867,127,207
894,128,59
908,128,130
929,128,49
910,128,158
927,128,44
935,128,188
968,128,48
958,128,94
985,128,65
926,129,288
940,129,131
957,129,36
941,129,59
914,129,109
933,129,343
954,129,29
956,130,99
955,130,45
952,130,211
953,130,141
805,130,53
832,130,117
846,130,136
834,130,106
862,131,248
879,131,94
848,131,360
828,131,61
838,131,106
856,131,88
864,132,113
814,132,23
817,132,177
845,132,69
854,132,80
869,132,147
878,132,56
877,132,189
820,133,191
836,133,117
849,133,136
881,133,135
872,133,88
866,133,248
898,133,48
904,134,61
918,134,73
943,134,51
960,134,86
988,134,103
987,134,156
983,134,353
966,135,172
984,135,139
977,135,34
974,135,180
965,135,128
973,135,21
961,135,45
982,135,41
1000,135,25
992,135,162
993,136,276
999,136,75
911,136,294
932,136,156
913,136,55
924,136,91
936,137,245
972,137,27
981,137,320
986,137,227
995,137,111
994,138,151
925,138,105
946,138,113
967,138,39
951,138,274
964,138,183
980,138,135
979,139,76
989,139,84
997,139,182
996,139,297
998,139,247
990,139,83
947,140,106
971,140,144
919,140,100
945,140,216
890,140,114
912,140,73
897,140,32
895,140,107
907,141,111
887,141,48
888,141,270
885,141,182
883,141,237
886,141,67
884,142,237
902,142,130
905,142,34
930,142,172
948,142,212
900,142,73
906,142,29
921,143,127
944,143,135
922,143,111
950,143,37
969,143,120
909,143,221
928,143,97
812,143,103
