Task,Station,Task_Time
334,50,170
335,50,135
324,50,96
348,51,198
372,51,126
377,51,357
366,51,92
346,51,32
359,51,194
380,52,125
301,52,243
317,52,183
316,52,198
330,52,218
318,53,115
304,53,197
326,53,73
329,53,24
332,53,94
351,53,114
362,53,175
356,53,76
354,54,160
369,54,70
383,54,207
388,54,42
360,54,55
357,54,162
378,54,120
367,54,80
391,55,131
379,55,115
340,55,105
344,55,281
363,55,86
358,55,40
375,55,169
384,55,39
347,56,97
373,56,74
343,56,105
350,56,145
397,56,105
407,56,68
402,56,162
435,56,35
445,56,175
464,57,195
472,57,188
450,57,67
463,57,98
466,57,183
458,57,125
456,57,114
401,58,236
432,58,23
399,58,161
405,58,159
434,58,62
400,58,29
429,58,75
449,58,134
470,58,29
396,59,95
404,59,86
398,59,47
406,59,75
403,59,153
430,59,71
447,59,85
423,59,124
478,59,127
515,59,128
488,60,157
491,60,27
479,60,165
493,60,74
475,60,81
510,60,268
507,60,109
520,60,32
511,61,330
512,61,54
535,61,121
549,61,249
522,61,226
543,62,173
550,62,102
499,62,141
528,62,81
552,62,100
531,62,45
538,62,163
537,62,184
542,63,187
551,63,62
498,63,132
523,63,139
540,63,85
524,63,79
500,63,181
521,64,225
546,64,238
532,64,169
536,64,160
497,65,231
425,65,324
438,65,73
442,65,106
474,65,232
471,66,160
454,66,116
457,66,137
469,66,159
494,66,29
495,66,175
484,67,305
517,67,168
533,67,267
545,67,62
527,67,161
529,68,192
305,68,247
331,68,250
352,68,145
364,68,156
319,69,225
327,69,92
392,69,149
408,69,108
308,69,189
337,69,191
355,69,41
374,70,221
390,70,197
303,70,137
321,70,96
339,70,130
323,70,107
349,71,164
342,71,59
376,71,63
320,71,139
300,71,33
415,71,121
414,71,115
416,71,25
413,71,41
410,71,47
436,71,95
448,71,53
462,72,67
428,72,229
443,72,115
461,72,181
467,72,86
473,72,229
446,72,22
441,72,21
465,73,181
453,73,144
460,73,87
411,73,158
409,73,51
412,73,77
439,73,220
455,74,209
459,74,98
452,74,353
468,74,101
451,74,97
496,75,225
476,75,150
482,75,203
480,75,185
487,75,206
489,76,125
485,76,79
508,76,221
518,76,43
525,76,134
539,76,166
541,76,169
509,77,71
530,77,48
483,77,81
490,77,131
492,77,69
486,77,42
514,77,164
516,77,176
513,77,112
506,77,57
526,77,41
544,78,130
547,78,201
534,78,148
553,78,79
548,78,76
477,78,40
501,78,233
505,79,117
504,79,249
502,79,232
503,79,199
519,79,95
481,80,155
314,80,165
307,80,46
333,80,32
572,80,105
556,80,84
584,80,104
602,80,140
600,80,161
566,81,152
562,81,82
560,81,128
561,81,190
573,81,112
555,81,59
559,81,63
586,81,94
596,81,58
567,82,92
581,82,115
583,82,138
587,82,263
595,82,64
591,82,90
594,82,105
592,82,57
599,82,72
564,83,180
585,83,116
588,83,95
607,83,186
608,83,113
589,83,206
558,83,102
582,84,80
604,84,88
557,84,32
569,84,180
563,84,138
568,84,217
565,84,79
571,84,22
570,84,90
554,84,50
574,85,140
580,85,273
575,85,57
576,85,153
579,85,259
577,86,260
578,86,201
597,86,105
601,86,42
593,86,118
606,86,54
590,86,163
598,86,54
603,87,81
605,87,61
618,87,181
643,87,50
647,87,292
622,87,201
649,87,57
611,88,102
614,88,33
646,88,35
620,88,93
616,88,113
624,88,22
639,88,86
610,88,177
636,88,331
642,89,113
625,89,223
623,89,71
638,89,322
657,89,60
641,89,38
644,89,69
617,89,67
626,90,47
650,90,82
613,90,68
615,90,68
612,90,115
635,90,40
645,90,131
651,90,97
673,90,157
686,90,106
684,91,92
687,91,25
701,91,68
700,91,163
719,91,119
665,91,70
689,91,95
677,91,55
675,91,69
609,91,71
631,92,181
630,92,100
658,92,60
632,92,84
648,92,72
652,92,190
659,92,115
628,92,68
633,93,165
660,93,45
656,93,192
629,93,113
653,93,45
634,93,53
661,93,30
668,93,251
682,94,170
685,94,72
705,94,26
710,94,26
717,94,122
729,94,195
740,94,211
723,94,68
737,94,91
746,95,208
734,95,165
733,95,42
741,95,241
681,95,92
669,95,217
697,96,211
702,96,114
671,96,130
674,96,148
670,96,204
672,96,165
691,97,242
683,97,168
704,97,227
707,97,67
727,97,25
728,97,187
731,98,192
724,98,100
750,98,287
721,98,84
745,98,75
666,98,78
688,98,151
679,99,327
706,99,233
703,99,165
699,99,186
726,99,24
720,100,128
725,100,92
749,100,45
715,100,152
693,100,108
619,100,107
637,100,73
655,100,265
654,101,85
664,101,347
678,101,54
667,101,202
692,101,301
709,102,175
708,102,215
718,102,37
722,102,33
735,102,189
730,102,140
747,102,100
744,103,166
696,103,33
680,103,32
694,103,54
662,103,191
676,103,279
698,103,212
716,104,87
739,104,190
732,104,68
743,104,240
712,104,245
748,104,159
714,105,42
738,105,81
742,105,203
711,105,146
713,105,48
690,105,330
663,105,132
695,106,60
621,106,117
627,106,152
640,106,28
736,106,26
766,106,65
777,106,50
804,106,25
813,106,165
844,106,214
842,106,80
753,107,151
761,107,104
767,107,149
780,107,96
796,107,127
794,107,65
791,107,103
769,107,107
823,107,25
834,108,104
853,108,130
858,108,123
833,108,80
865,108,78
845,108,182
852,108,290
821,109,128
775,109,43
798,109,278
772,109,181
795,109,90
779,109,50
885,109,97
896,109,79
914,110,229
910,110,353
887,110,83
903,110,145
916,110,141
878,111,214
905,111,167
909,111,65
912,111,173
755,111,216
757,111,82
781,112,281
799,112,174
778,112,42
806,112,185
805,112,36
822,112,129
836,112,106
818,113,126
838,113,155
843,113,152
861,113,155
810,113,294
811,113,103
814,114,35
841,114,24
817,114,75
831,114,173
835,114,159
854,114,29
862,114,200
866,114,51
770,114,164
786,115,95
790,115,107
797,115,210
886,115,199
824,115,164
759,116,240
754,116,77
776,116,255
801,116,213
819,116,78
758,117,225
762,117,74
756,117,222
765,117,223
783,117,96
774,118,205
788,118,70
808,118,109
785,118,100
792,118,317
815,118,148
832,119,157
848,119,155
837,119,244
860,119,106
849,119,259
846,120,145
863,120,124
773,120,181
800,120,132
782,120,141
768,120,229
820,121,289
875,121,56
906,121,73
922,121,48
874,121,38
908,121,239
923,121,27
917,121,173
873,122,182
898,122,58
921,122,259
924,122,74
872,122,216
889,122,192
901,123,57
913,123,97
883,123,220
888,123,39
899,123,71
915,123,68
752,123,198
751,123,176
763,124,291
784,124,77
802,124,365
876,124,115
890,124,78
895,125,230
892,125,170
907,125,191
893,125,160
891,125,68
894,125,171
918,126,189
927,126,272
911,126,137
760,126,210
771,126,44
793,126,32
807,126,81
764,127,58
787,127,95
789,127,170
803,127,154
809,127,67
829,127,40
864,127,251
840,127,42
851,127,39
825,128,90
847,128,154
827,128,275
857,128,226
830,128,90
828,129,309
855,129,32
826,129,195
850,129,141
856,129,34
859,129,47
816,129,123
839,130,184
812,130,91
881,130,252
882,130,228
867,130,66
871,130,129
902,131,220
919,131,175
925,131,84
880,131,94
897,131,33
904,131,240
900,132,203
920,132,150
926,132,37
869,132,345
868,132,250
870,133,174
879,133,70
884,133,253
877,133,160
944,133,272
963,133,52
975,134,103
956,134,161
985,134,56
983,134,44
964,134,53
939,134,26
940,134,118
946,134,71
960,134,114
982,134,46
954,134,20
979,134,99
965,134,71
943,135,68
990,135,136
998,135,161
938,135,95
955,135,124
978,135,121
981,135,104
989,135,40
947,135,145
928,136,120
948,136,136
952,136,64
986,136,58
980,136,146
950,136,210
977,136,48
949,136,154
951,137,153
991,137,205
992,137,163
999,137,40
994,137,243
995,137,160
997,138,288
935,138,23
941,138,54
936,138,103
962,138,219
942,138,180
945,138,101
958,139,58
976,139,111
932,139,173
957,139,80
966,139,32
930,139,141
961,139,72
959,139,127
1000,139,155
996,140,225
933,140,143
937,140,349
931,140,222
934,140,55
929,141,30
953,141,228
971,141,60
972,141,116
984,141,29
968,141,147
969,141,75
974,141,189
967,142,213
973,142,89
970,142,283
987,142,92
988,142,240
993,142,75
