Station_ID,Tasks,Load,Capacity
38,"[258, 270, 260, 247, 278, 277, 268]",921,1000
39,"[285, 281, 299, 255, 307, 232, 308]",830,1000
40,"[311, 273, 283, 305, 264, 309, 292]",982,1000
41,"[298, 321, 319, 261, 303, 257]",983,1000
42,"[328, 289, 269, 220, 228, 304, 326, 276, 293]",970,1000
43,"[238, 335, 272, 302, 359, 287, 286, 274]",990,1000
44,"[343, 259, 318, 256, 300, 316, 250, 290, 301]",990,1000
45,"[297, 323, 271, 275, 295, 376, 266, 280]",902,1000
46,"[369, 341, 383, 284, 336, 306, 314, 291, 315]",868,1000
47,"[346, 340, 310, 331, 348, 338]",924,1000
48,"[399, 350, 322, 312, 294]",917,1000
49,"[327, 324, 329, 325, 317, 320]",988,1000
50,"[344, 334, 333, 366, 347, 351, 360, 361, 384]",935,1000
51,"[375, 373, 357, 391, 374, 345, 296, 339, 367]",997,1000
52,"[408, 313, 370, 395, 371, 372]",949,1000
53,"[397, 392, 413, 418, 422]",990,1000
54,"[349, 429, 419, 390, 342, 330, 431, 410]",972,1000
55,"[377, 368, 416, 453, 337, 403, 362, 394]",978,1000
56,"[332, 358, 423, 400, 388, 402, 364, 425, 443]",863,1000
57,"[412, 365, 401, 363, 468]",991,1000
58,"[380, 420, 352, 428, 405, 393, 355]",925,1000
59,"[409, 379, 411, 438, 386, 354, 426]",836,1000
60,"[440, 447, 356, 430, 436, 382, 433, 444]",980,1000
61,"[432, 389, 378, 441, 445, 462, 471]",997,1000
62,"[446, 488, 442, 456, 454, 475, 478]",940,1000
63,"[476, 381, 451, 491, 481, 353, 467]",746,1000
64,"[494, 477, 474, 435, 398]",986,1000
65,"[404, 452, 493, 457, 470, 396]",802,1000
66,"[421, 492, 496, 506]",897,1000
67,"[508, 509, 487, 387, 407, 520, 503]",955,1000
68,"[385, 465, 458, 510, 490]",953,1000
69,"[505, 513, 542, 507, 523, 550, 552]",832,1000
70,"[482, 480, 543, 495, 417, 525, 545]",881,1000
71,"[565, 406, 553, 547, 544, 561, 555, 473]",980,1000
72,"[549, 497, 551, 498, 554, 434, 564, 546]",983,1000
73,"[562, 586, 519, 591, 548]",940,1000
74,"[414, 424, 514, 512, 563, 439, 592, 415]",933,1000
75,"[500, 539, 536, 522, 534, 581, 566]",880,1000
76,"[585, 530, 518, 455, 499, 578]",940,1000
77,"[583, 598, 461, 437, 515, 448, 610]",853,1000
78,"[516, 594, 533, 567, 593, 526]",970,1000
79,"[628, 532, 616, 613, 521, 615]",933,1000
80,"[537, 587, 449, 460, 569, 647, 618]",972,1000
81,"[617, 636, 605, 619, 541, 608, 622, 463]",950,1000
82,"[469, 531, 648, 596, 635, 538, 603]",969,1000
83,"[572, 623, 639, 665, 654, 625, 466, 574]",940,1000
84,"[673, 427, 646, 624, 590, 575]",992,1000
85,"[643, 527, 630, 614, 671, 651]",787,1000
86,"[571, 656, 692, 479, 568, 450, 644, 672, 459, 464]",918,1000
87,"[472, 701, 642, 584, 577, 657, 580, 681]",955,1000
88,"[702, 486, 483, 669, 723, 668, 627]",962,1000
89,"[711, 485, 684, 611, 667, 691, 658, 710]",853,1000
90,"[680, 631, 677, 716, 607, 633, 641]",954,1000
91,"[678, 589, 727, 674, 649, 502, 582, 606]",900,1000
92,"[626, 675, 653, 725, 652, 676, 700]",988,1000
93,"[687, 706, 484, 489, 709, 600, 645]",961,1000
94,"[517, 602, 535, 726, 699, 609, 540]",995,1000
95,"[719, 504, 650, 670, 528, 576]",924,1000
96,"[729, 573, 736, 689, 730, 738, 529, 751]",952,1000
97,"[634, 735, 501, 769, 570, 749, 707]",846,1000
98,"[666, 697, 753, 621, 768, 795]",785,1000
99,"[511, 638, 524, 754, 750, 660, 558]",950,1000
100,"[659, 556, 560, 579, 661, 747, 597]",933,1000
101,"[679, 664, 685, 662, 557, 559]",767,1000
102,"[703, 601, 694, 721, 688]",842,1000
103,"[595, 696, 682, 712, 683]",868,1000
104,"[704, 705, 713, 686, 695, 718, 663]",970,1000
105,"[690, 766, 731, 746, 734, 748, 757]",1000,1000
106,"[698, 717, 740, 739, 756, 743, 733, 759]",889,1000
107,"[785, 791, 693, 771, 778, 775, 782, 783, 788]",924,1000
108,"[632, 786, 708, 784, 810, 752]",867,1000
109,"[809, 640, 715, 767, 796]",901,1000
110,"[714, 742, 801, 779, 722, 728, 655, 817, 807]",943,1000
111,"[781, 772, 780, 826, 777, 800]",926,1000
112,"[720, 787, 821, 802, 832, 588, 829, 804]",992,1000
113,"[828, 852, 612, 805, 854, 862, 825, 827]",897,1000
114,"[816, 797, 599, 874, 604, 620, 831]",982,1000
115,"[776, 823, 629, 732, 855, 808]",899,1000
116,"[724, 867, 818, 814, 853, 850, 872]",947,1000
117,"[860, 856, 883, 744, 911, 857, 830]",893,1000
118,"[914, 868, 863, 880, 851]",913,1000
119,"[906, 885, 905, 737, 918, 758, 940, 745, 755]",982,1000
120,"[637, 924, 773, 741]",990,1000
121,"[760, 763, 762, 770, 921, 765, 761, 944, 764]",976,1000
122,"[789, 806, 869, 820, 888, 932, 794, 793]",869,1000
123,"[824, 964, 803, 813, 819, 815]",975,1000
124,"[822, 941, 966, 858, 833, 774]",961,1000
125,"[790, 792, 955, 859, 798]",995,1000
126,"[972, 875, 881, 954, 889, 988, 984]",963,1000
127,"[884, 811, 799, 845, 843, 861, 835, 837]",950,1000
128,"[975, 840, 864, 838, 842, 834, 844]",921,1000
129,"[836, 901, 839, 812, 846, 899]",962,1000
130,"[900, 913, 877, 841, 895, 908, 847, 865]",969,1000
131,"[894, 923, 945, 934, 876, 893, 866, 907]",966,1000
132,"[878, 849, 910, 892, 948]",971,1000
133,"[848, 922, 909, 871, 873, 886]",990,1000
134,"[919, 929, 870, 887, 958, 938]",985,1000
135,"[915, 931, 925, 898, 937]",769,1000
136,"[882, 926, 891, 920, 951, 959, 896]",985,1000
137,"[961, 890, 897, 904, 936, 916, 979]",780,1000
138,"[933, 976, 935, 970, 947]",903,1000
139,"[985, 953, 950, 998, 977, 902, 930, 995]",989,1000
140,"[912, 957, 949, 990, 982, 963]",904,1000
141,"[927, 943, 946, 939, 994, 879]",922,1000
142,"[903, 978, 917, 974, 991, 971, 928]",876,1000
143,"[993, 942, 983, 999, 992, 956, 965]",872,1000
144,"[952, 962, 968, 973]",928,1000
145,"[986, 967, 960, 969, 987, 989, 1000]",927,1000
146,"[981, 980, 996, 997]",711,1000
