Station,Load,Capacity,Idle,Tasks
46,972,1000,28,"[134, 148, 145, 178, 157, 102, 80, 138]"
47,986,1000,14,"[105, 118, 133, 147, 159, 170, 79]"
48,980,1000,20,"[99, 100, 104, 136, 149, 152, 173, 163]"
49,990,1000,10,"[187, 158, 177, 179, 199, 197, 205, 180]"
50,952,1000,48,"[200, 226, 232, 248, 243, 255]"
51,989,1000,11,"[249, 198, 239, 271, 238, 265, 313]"
52,992,1000,8,"[233, 175, 402, 267, 287]"
53,984,1000,16,"[297, 286, 310, 317, 151, 161, 213]"
54,951,1000,49,"[201, 308, 139, 366, 385, 384, 386]"
55,988,1000,12,"[406, 382, 414, 422, 447, 454]"
56,989,1000,11,"[457, 423, 439, 463, 449, 418]"
57,998,1000,2,"[481, 502, 527, 529, 474, 411, 483, 501, 525]"
58,978,1000,22,"[548, 568, 533, 563, 578, 610, 506, 526, 508]"
59,980,1000,20,"[499, 528, 530, 547, 553, 519, 546, 559]"
60,977,1000,23,"[459, 480, 479, 505, 503, 509, 558]"
61,980,1000,20,"[587, 426, 435, 468, 488, 484, 504, 482]"
62,977,1000,23,"[487, 462, 475, 507, 522]"
63,971,1000,29,"[543, 562, 584, 498, 513]"
64,975,1000,25,"[540, 609, 556, 446, 469, 588, 442, 455]"
65,991,1000,9,"[472, 470, 491, 492, 431]"
66,978,1000,22,"[515, 493, 531, 467, 485, 494, 512]"
67,953,1000,47,"[524, 542, 534, 536, 561, 564]"
68,973,1000,27,"[580, 551, 567, 579, 608, 523, 477]"
69,982,1000,18,"[496, 511, 566, 581, 495, 444, 497]"
70,986,1000,14,"[518, 541, 552, 490, 510, 583, 521]"
71,970,1000,30,"[538, 557, 545, 607, 617, 636, 514]"
72,966,1000,34,"[648, 653, 654, 489, 517, 383]"
73,1000,1000,0,"[500, 516, 532, 616, 640, 630, 360]"
74,997,1000,3,"[377, 400, 367, 544, 582, 611, 520, 10]"
75,978,1000,22,"[614, 56, 84, 106, 539]"
76,969,1000,31,"[555, 114, 124, 83, 121, 91, 110, 126]"
77,973,1000,27,"[127, 154, 254, 549, 85, 111, 565, 82, 162]"
78,997,1000,3,"[184, 194, 130, 141, 569, 596, 591]"
79,995,1000,5,"[592, 595, 621, 633, 638, 594, 649]"
80,980,1000,20,"[656, 675, 663, 597, 622, 704, 730, 643]"
81,969,1000,31,"[660, 740, 764, 678, 673, 76]"
82,967,1000,33,"[695, 623, 629, 747, 593, 705, 726]"
83,975,1000,25,"[647, 696, 766, 677, 703]"
84,982,1000,18,"[131, 235, 710, 618, 635, 646, 160, 92]"
85,991,1000,9,"[570, 603, 598, 602, 619, 641, 645]"
86,987,1000,13,"[604, 600, 625, 634, 624, 632]"
87,983,1000,17,"[628, 788, 537, 560, 586, 589]"
88,990,1000,10,"[590, 155, 681, 86, 725, 739, 743, 774]"
89,996,1000,4,"[206, 670, 626, 687, 599, 615, 637, 642, 129]"
90,954,1000,46,"[140, 612, 443, 550]"
91,996,1000,4,"[535, 142, 601, 620, 631, 644]"
92,971,1000,29,"[650, 655, 672, 657, 686, 683, 664, 666, 682, 690]"
93,954,1000,46,"[689, 718, 698, 716, 733, 737, 775, 735, 771, 736, 773, 790]"
94,959,1000,41,"[767, 785, 738, 776, 770, 722]"
95,987,1000,13,"[751, 810, 819, 753, 717, 741, 662, 680, 639]"
96,983,1000,17,"[651, 658, 668, 671, 693, 707, 700]"
97,978,1000,22,"[676, 701, 691, 728, 694, 692, 720, 746, 727]"
98,975,1000,25,"[752, 762, 724, 732, 711, 760]"
99,973,1000,27,"[783, 777, 784, 804, 782, 803, 824, 779]"
100,986,1000,14,"[826, 812, 844, 809, 838]"
101,985,1000,15,"[856, 857, 814, 834, 780, 554]"
102,971,1000,29,"[585, 606, 573, 574, 572, 576, 575, 571, 684]"
103,962,1000,38,"[706, 719, 742, 729, 723, 749, 709]"
104,971,1000,29,"[765, 797, 811, 833, 839, 828]"
105,985,1000,15,"[846, 872, 831, 830, 849, 847, 874, 889, 832]"
106,984,1000,16,"[883, 899, 876, 906, 934, 923, 947, 963, 952, 935]"
107,991,1000,9,"[976, 955, 966, 926, 948, 988, 750]"
108,973,1000,27,"[772, 968, 993, 1000, 806, 577, 605, 613, 970, 994]"
109,987,1000,13,"[979, 987, 997, 761, 796, 769]"
110,973,1000,27,"[781, 848, 850, 867, 890, 982]"
111,992,1000,8,"[734, 768, 795, 791, 798, 820]"
112,961,1000,39,"[843, 818, 827, 829, 854, 807, 816]"
113,973,1000,27,"[813, 836, 873, 896, 878, 917, 921, 904, 900]"
114,968,1000,32,"[907, 920, 940, 936, 964, 969, 661]"
115,979,1000,21,"[679, 697, 627, 799, 800, 823, 825, 821, 974, 793, 802, 817]"
116,989,1000,11,"[835, 822, 837, 855, 868, 886]"
117,989,1000,11,"[870, 895, 871, 888, 903, 885, 915, 931, 879, 924, 943]"
118,988,1000,12,"[902, 919, 962, 925, 929, 944, 959, 975, 965]"
119,986,1000,14,"[967, 960, 971, 984, 990, 992]"
120,974,1000,26,"[986, 980, 953, 977, 985, 998]"
121,974,1000,26,"[989, 991, 916, 933, 939, 957, 972, 996]"
122,970,1000,30,"[999, 981, 937, 912, 652]"
123,988,1000,12,"[659, 674, 669, 702, 688, 699, 721, 708, 731, 763, 754, 756]"
124,992,1000,8,"[792, 787, 808, 758, 757, 794, 759, 667]"
125,992,1000,8,"[665, 755, 805, 789, 801, 815, 841, 786]"
126,994,1000,6,"[840, 851, 227, 236, 257, 276, 277, 279]"
127,986,1000,14,"[278, 280, 300, 295, 685, 845]"
128,975,1000,25,"[864, 714, 866, 877, 861, 863, 859, 880, 897]"
129,978,1000,22,"[908, 927, 881, 911, 945, 891, 946]"
130,993,1000,7,"[892, 956, 978, 860, 910, 865, 909]"
131,992,1000,8,"[862, 894, 905, 930, 712, 713, 745, 983]"
132,966,1000,34,"[922, 941, 954, 951, 949, 961, 913]"
133,998,1000,2,"[973, 995, 715, 748, 744, 928, 942, 958]"
134,998,1000,2,"[950, 938, 842, 853, 858, 869]"
135,981,1000,19,"[893, 875, 882, 887, 852]"
136,967,1000,33,"[884, 914, 898, 918, 778, 901, 932]"
