Station,Load,Capacity,Idle,Tasks
38,954,1000,46,"[132, 146, 145, 165, 179, 189]"
39,978,1000,22,"[199, 208, 227, 260, 229, 275, 86]"
40,997,1000,3,"[107, 131, 169, 187, 194, 115]"
41,983,1000,17,"[135, 192, 80, 175, 195, 212, 237, 253]"
42,982,1000,18,"[247, 272, 282, 297, 298, 304, 320]"
43,979,1000,21,"[327, 301, 312, 345, 359, 321, 281, 172]"
44,969,1000,31,"[316, 201, 217, 238, 243, 218, 225]"
45,986,1000,14,"[207, 240, 257, 221, 241, 268, 267, 270]"
46,981,1000,19,"[293, 290, 311, 305, 303, 314, 318, 348]"
47,989,1000,11,"[338, 368, 385, 264, 324]"
48,983,1000,17,"[266, 265, 263, 289, 307, 310]"
49,965,1000,35,"[346, 366, 386, 382, 402, 416, 418, 420, 417, 421]"
50,985,1000,15,"[422, 449, 455, 463, 423]"
51,975,1000,25,"[443, 261, 425, 226, 245, 269]"
52,972,1000,28,"[280, 447, 464, 460, 474]"
53,961,1000,39,"[508, 486, 510, 478, 495, 523, 407]"
54,960,1000,40,"[493, 518, 292, 442, 484, 491, 519]"
55,954,1000,46,"[529, 537, 536, 556, 576, 554, 578, 419]"
56,961,1000,39,"[451, 446, 458, 479, 483, 496, 520, 535, 492, 501]"
57,968,1000,32,"[514, 541, 528, 545, 555, 560, 572, 563]"
58,975,1000,25,"[580, 591, 611, 569, 573]"
59,983,1000,17,"[543, 562, 579, 568, 522]"
60,979,1000,21,"[544, 533, 547, 456, 532, 542, 392]"
61,979,1000,21,"[413, 431, 309, 424, 308]"
62,996,1000,4,"[340, 564, 570, 586, 605]"
63,997,1000,3,"[623, 639, 645, 656, 680, 702, 642]"
64,966,1000,34,"[688, 728, 726, 714, 662, 440, 590, 607]"
65,971,1000,29,"[664, 98, 177, 188, 328, 355, 352]"
66,985,1000,15,"[357, 354, 391, 411, 353, 401, 356]"
67,981,1000,19,"[223, 306, 347, 331]"
68,974,1000,26,"[335, 330, 332, 337, 372, 342, 336, 373]"
69,995,1000,5,"[371, 376, 398, 404, 429, 448, 466]"
70,975,1000,25,"[389, 488, 503, 437, 459, 481, 477]"
71,995,1000,5,"[475, 428, 452, 462, 482, 500, 361]"
72,965,1000,35,"[485, 498, 490, 526, 534, 515, 333, 441]"
73,992,1000,8,"[343, 362, 365, 375, 384, 383]"
74,981,1000,19,"[387, 415, 408, 427, 435, 439]"
75,974,1000,26,"[444, 465, 457, 470, 469, 473, 489, 471]"
76,986,1000,14,"[494, 512, 499, 468, 497, 511, 480, 406]"
77,978,1000,22,"[527, 476, 507, 513, 540]"
78,984,1000,16,"[559, 472, 504, 546, 516, 539, 461]"
79,966,1000,34,"[557, 581, 592, 600, 505, 619, 644]"
80,986,1000,14,"[653, 668, 637, 650, 646]"
81,992,1000,8,"[652, 670, 678, 700, 727, 660, 699, 659, 509]"
82,1000,1000,0,"[665, 679, 732, 521, 530, 734]"
83,980,1000,20,"[718, 738, 685, 710, 712, 706]"
84,987,1000,13,"[707, 705, 754, 548, 708, 756, 764, 724]"
85,977,1000,23,"[682, 657, 673, 686, 694, 769, 671, 687]"
86,972,1000,28,"[750, 690, 792, 801, 574, 506]"
87,960,1000,40,"[585, 602, 654, 669, 692]"
88,971,1000,29,"[683, 681, 666, 524, 711, 733, 715, 741, 762]"
89,995,1000,5,"[751, 782, 772, 791, 788, 803]"
90,995,1000,5,"[713, 747, 558, 567, 763, 775, 525]"
91,958,1000,42,"[531, 796, 811, 817, 844, 829, 833, 841]"
92,998,1000,2,"[814, 832, 851, 553, 582, 864, 866]"
93,974,1000,26,"[820, 552, 575, 577, 593, 571]"
94,983,1000,17,"[601, 565, 621, 636, 622, 620]"
95,979,1000,21,"[647, 651, 583, 594, 598, 631, 597, 351]"
96,972,1000,28,"[625, 596, 614, 394, 624, 595]"
97,983,1000,17,"[634, 667, 696, 717, 740, 725]"
98,974,1000,26,"[748, 588, 606, 627, 599, 633]"
99,976,1000,24,"[632, 618, 640, 641, 643, 649, 675, 663, 684, 845]"
100,946,1000,54,"[704, 695, 720, 629, 648, 838]"
101,989,1000,11,"[745, 550, 277, 551, 291, 549]"
102,966,1000,34,"[566, 589, 587, 603, 615, 638, 658, 661]"
103,973,1000,27,"[608, 677, 701, 341, 374, 396, 397, 412, 409]"
104,968,1000,32,"[430, 445, 434, 436, 450, 426, 709]"
105,978,1000,22,"[731, 749, 753, 780, 767, 790, 810]"
106,999,1000,1,"[826, 886, 908, 940, 953, 907, 584]"
107,988,1000,12,"[612, 965, 979, 905, 938]"
108,983,1000,17,"[951, 936, 904, 933, 609, 630, 617]"
109,981,1000,19,"[959, 957, 628, 610, 613, 906, 935]"
110,943,1000,57,"[947, 962, 968, 956, 616, 635, 798]"
111,938,1000,62,"[802, 818, 850, 860, 878]"
112,951,1000,49,"[876, 890, 871, 929, 842, 889, 836, 901, 467]"
113,986,1000,14,"[502, 899, 930, 925, 944, 955, 487]"
114,995,1000,5,"[966, 982, 993, 960, 674, 691, 693]"
115,999,1000,1,"[719, 739, 697, 964, 981, 985, 986, 980]"
116,966,1000,34,"[990, 975, 972]"
117,997,1000,3,"[984, 992, 721, 988, 918]"
118,998,1000,2,"[934, 730, 742, 752, 771, 768, 758, 735, 736]"
119,988,1000,12,"[761, 776, 793, 770, 789, 755, 806, 819, 848, 859]"
120,972,1000,28,"[863, 867, 870, 813, 828, 853, 873, 854, 856, 852, 874]"
121,968,1000,32,"[883, 881, 893, 869, 896, 898, 855]"
122,965,1000,35,"[902, 916, 942, 920, 946, 928, 875, 997]"
123,965,1000,35,"[885, 816, 846, 862, 892, 926, 913]"
124,992,1000,8,"[948, 961, 779, 882]"
125,968,1000,32,"[794, 809, 827, 830, 861, 877, 895, 807, 903]"
126,976,1000,24,"[914, 815, 843, 834, 865, 879, 835, 922, 945, 937]"
127,956,1000,44,"[952, 837, 872, 891, 917, 932, 847, 857, 884, 897]"
128,969,1000,31,"[923, 915, 963, 974, 987, 995]"
129,977,1000,23,"[322, 339, 334, 364, 369, 858, 880]"
130,980,1000,20,"[888, 868, 900, 927, 400, 919, 950, 954]"
131,991,1000,9,"[360, 395, 921, 941, 62]"
132,963,1000,37,"[969, 978, 994, 996, 410, 380]"
133,968,1000,32,"[887, 911, 924, 910, 939, 958, 971, 970, 976, 912]"
134,992,1000,8,"[909, 949, 998, 967, 931, 943]"
135,999,1000,1,"[977, 991, 1000, 999, 973, 983, 176]"
136,988,1000,12,"[989, 200, 757, 894]"
137,997,1000,3,"[604, 626, 561, 655, 672, 703]"
138,968,1000,32,"[716, 698, 723, 676, 689, 517]"
139,977,1000,23,"[729, 744, 765, 781, 774, 778]"
140,979,1000,21,"[785, 787, 805, 821, 812]"
141,982,1000,18,"[824, 840, 831, 825, 839, 823, 722, 746]"
142,969,1000,31,"[743, 737, 759, 538, 773, 784, 808]"
143,981,1000,19,"[795, 822, 849, 783, 797, 799, 760]"
144,952,1000,48,"[804, 766, 777, 786, 800, 77]"
