Station,Load,Capacity,Idle,Tasks
506,999,1000,1,"[738, 836]"
507,959,1000,41,"[659, 118]"
508,957,1000,43,"[566, 704]"
509,990,1000,10,"[553, 546]"
510,1000,1000,0,"[237, 925]"
511,880,1000,120,"[951, 937]"
512,995,1000,5,"[962, 963]"
513,998,1000,2,"[888, 489]"
514,882,1000,118,"[789, 246]"
515,975,1000,25,"[263, 947]"
516,986,1000,14,"[992, 818]"
517,951,1000,49,"[286, 320]"
518,996,1000,4,"[698, 939]"
519,994,1000,6,"[961, 84]"
520,991,1000,9,"[944, 736]"
521,988,1000,12,"[397, 599]"
522,999,1000,1,"[691, 815]"
523,814,1000,186,"[790, 264]"
524,981,1000,19,"[710, 492]"
525,972,1000,28,"[14, 807]"
526,904,1000,96,"[719, 216]"
527,969,1000,31,"[542, 731]"
528,948,1000,52,"[426, 446]"
529,958,1000,42,"[751, 729]"
530,986,1000,14,"[313, 455]"
531,999,1000,1,"[331, 906]"
532,904,1000,96,"[267, 319]"
533,998,1000,2,"[123, 354]"
534,933,1000,67,"[372, 379]"
535,993,1000,7,"[631, 923]"
536,998,1000,2,"[294, 376]"
537,973,1000,27,"[137, 466]"
538,963,1000,37,"[706, 526]"
539,961,1000,39,"[543, 643]"
540,985,1000,15,"[700, 213]"
541,889,1000,111,"[496, 124]"
542,983,1000,17,"[388, 480]"
543,997,1000,3,"[999, 560]"
544,981,1000,19,"[997, 581]"
545,999,1000,1,"[103, 580]"
546,927,1000,73,"[577, 547]"
547,969,1000,31,"[564, 973]"
548,986,1000,14,"[178, 145]"
549,952,1000,48,"[474, 732]"
550,947,1000,53,"[977, 756]"
551,984,1000,16,"[654, 185]"
552,992,1000,8,"[842, 459]"
553,946,1000,54,"[475, 211]"
554,980,1000,20,"[847, 638]"
555,992,1000,8,"[845, 505]"
556,991,1000,9,"[423, 902]"
557,994,1000,6,"[795, 215]"
558,971,1000,29,"[930, 301]"
559,979,1000,21,"[958, 536]"
560,835,1000,165,[608]
561,862,1000,138,"[837, 639]"
562,999,1000,1,"[98, 247]"
563,995,1000,5,"[138, 591]"
564,976,1000,24,"[165, 244]"
565,965,1000,35,"[1000, 979]"
566,938,1000,62,"[50, 850]"
567,1000,1000,0,"[619, 524]"
568,997,1000,3,"[228, 571]"
569,983,1000,17,"[101, 255]"
570,978,1000,22,"[539, 22]"
571,958,1000,42,"[898, 38]"
572,874,1000,126,"[799, 724]"
573,1000,1000,0,"[358, 967]"
574,988,1000,12,"[864, 442]"
575,1000,1000,0,"[519, 854]"
576,992,1000,8,"[18, 919]"
577,987,1000,13,"[779, 285]"
578,971,1000,29,"[878, 476]"
579,994,1000,6,"[851, 870]"
