Task,Station,Time
76,151,79
705,151,348
404,151,542
32,152,140
411,152,124
53,152,224
389,152,148
645,152,221
658,152,136
751,153,248
521,153,223
543,153,513
222,154,77
79,154,77
114,154,195
623,154,132
249,154,490
683,155,37
276,155,286
661,155,154
684,155,510
426,156,54
928,156,253
316,156,116
800,156,399
290,156,152
995,157,126
322,157,180
829,157,177
446,157,496
462,158,104
262,158,271
288,158,523
900,158,99
918,159,53
646,159,218
267,159,197
402,159,271
756,159,249
951,160,96
865,160,513
895,160,110
950,160,265
961,161,59
901,161,510
360,161,72
377,161,239
702,161,110
733,162,85
537,162,126
399,162,230
393,162,249
692,162,302
828,163,65
358,163,88
387,163,247
611,163,586
112,164,216
631,164,263
681,164,21
712,164,219
447,164,275
463,165,63
848,165,156
714,165,190
688,165,314
421,165,268
582,166,125
427,166,275
452,166,228
556,166,343
806,167,58
268,167,165
499,167,172
814,167,593
974,168,136
839,168,517
624,168,167
647,168,155
659,169,48
74,169,284
746,169,61
770,169,67
787,169,260
797,169,277
988,170,102
334,170,351
178,170,498
539,170,33
562,171,39
184,171,164
368,171,170
284,171,550
943,171,69
477,172,44
959,172,465
451,172,491
875,173,132
261,173,267
581,173,579
755,174,31
807,174,125
892,174,80
766,174,139
782,174,139
607,174,88
638,174,98
31,174,300
580,175,64
963,175,188
743,175,222
856,175,362
866,175,156
680,176,59
603,176,392
632,176,527
91,177,448
972,177,70
984,177,72
663,177,130
17,177,125
30,177,149
804,178,51
719,178,428
858,178,505
962,179,35
567,179,211
805,179,193
425,179,236
781,179,219
808,179,104
823,180,57
212,180,114
420,180,264
435,180,493
443,180,65
469,181,236
794,181,262
700,181,136
696,181,279
330,181,73
348,182,48
697,182,195
965,182,533
594,182,203
613,183,34
614,183,137
790,183,263
419,183,559
266,184,125
903,184,99
431,184,223
307,184,544
473,185,445
710,185,542
522,186,93
845,186,149
277,186,165
1000,186,443
527,186,145
390,187,113
546,187,170
966,187,90
982,187,529
293,187,97
321,188,73
585,188,154
812,188,177
275,188,234
382,188,359
824,189,40
405,189,204
572,189,338
173,189,148
278,189,258
748,190,67
764,190,59
919,190,118
948,190,334
72,190,156
777,190,253
464,191,121
809,191,290
994,191,137
211,191,261
989,191,180
379,192,188
672,192,422
319,192,387
400,193,38
105,193,149
774,193,154
679,193,296
192,193,359
265,194,128
627,194,201
677,194,214
587,194,92
597,194,350
932,195,179
707,195,255
779,195,557
993,196,514
172,196,478
803,197,47
857,197,55
103,197,324
849,197,328
568,197,237
736,198,80
215,198,444
60,198,472
789,199,195
884,199,213
89,199,428
640,199,158
670,200,77
668,200,315
938,200,601
760,201,37
601,201,106
525,201,360
960,201,492
140,202,161
975,202,317
5,202,493
747,203,90
502,203,207
729,203,190
754,203,505
799,204,169
674,204,207
33,204,182
467,204,425
520,205,56
354,205,469
95,205,468
48,206,178
484,206,356
685,206,130
337,206,189
547,206,147
536,207,556
380,207,426
822,208,75
945,208,194
424,208,190
299,208,534
690,209,42
904,209,454
312,209,493
511,210,112
570,210,110
619,210,85
616,210,63
671,210,104
88,210,517
704,211,57
913,211,73
341,211,152
472,211,91
401,211,137
817,211,487
740,212,114
336,212,196
532,212,51
571,212,283
765,212,330
139,213,86
591,213,422
682,213,485
55,214,38
461,214,249
59,214,460
235,214,240
629,215,51
82,215,143
599,215,256
578,215,188
846,215,117
534,215,237
686,216,28
555,216,65
813,216,542
51,216,359
397,217,486
610,217,514
191,218,20
998,218,95
598,218,185
816,218,129
153,218,566
934,219,68
298,219,423
545,219,492
206,220,88
867,220,39
183,220,89
214,220,48
528,220,152
558,220,467
357,220,112
642,221,33
168,221,73
189,221,238
758,221,519
650,221,64
666,221,71
992,222,181
742,222,493
944,222,263
970,222,55
569,223,52
976,223,352
559,223,595
882,224,40
381,224,89
52,224,96
561,224,141
728,224,49
295,224,90
606,224,319
342,224,47
863,224,112
590,225,25
825,225,249
837,225,499
116,225,224
353,226,39
193,226,193
916,226,482
731,226,280
77,227,44
703,227,69
652,227,236
783,227,57
533,227,69
990,227,184
737,227,330
149,228,229
186,228,173
711,228,111
465,228,471
488,229,81
369,229,217
376,229,201
406,229,497
721,230,196
483,230,215
923,230,572
207,231,130
669,231,30
985,231,393
927,231,224
104,231,127
593,231,95
635,232,60
609,232,33
879,232,70
889,232,475
577,232,156
81,232,119
199,232,74
