Station,Load,Capacity,Idle,Tasks
81,989,1000,11,"[909, 795, 71, 682, 792, 206, 231, 692]"
82,975,1000,25,"[749, 217, 246, 948, 970, 357, 714]"
83,988,1000,12,"[730, 762, 679, 710, 721, 955, 519, 550]"
84,996,1000,4,"[929, 952, 794, 815, 83]"
85,995,1000,5,"[399, 115, 824, 843, 869, 879, 720, 737, 754]"
86,993,1000,7,"[915, 256, 468, 495, 516, 528, 673]"
87,990,1000,10,"[812, 541, 525, 562, 674]"
88,1000,1000,0,"[277, 696, 535, 532, 832, 775, 70]"
89,987,1000,13,"[960, 157, 834, 977, 1000, 880, 895, 461, 904]"
90,1000,1000,0,"[403, 498, 927, 939, 428, 903, 60, 908, 919, 859]"
91,987,1000,13,"[872, 943, 969, 959, 980, 335]"
92,981,1000,19,"[344, 228, 358, 18, 850, 371, 390, 422, 436, 507]"
93,996,1000,4,"[524, 967, 286, 209, 57, 93]"
94,995,1000,5,"[351, 925, 114, 839, 686, 544, 881, 978]"
95,999,1000,1,"[987, 854, 66, 86, 555, 290, 342, 928]"
96,1000,1000,0,"[232, 946, 379, 395, 156, 269, 965]"
97,999,1000,1,"[16, 37, 973, 625, 937, 972, 975]"
98,980,1000,20,"[985, 450, 459, 497, 819, 849, 953, 922]"
99,995,1000,5,"[568, 741, 197, 668, 288, 265, 797, 311]"
100,995,1000,5,"[336, 941, 494, 503, 457, 493, 594, 347]"
101,991,1000,9,"[471, 545, 405, 398, 314, 971, 833]"
102,980,1000,20,"[979, 990, 864, 814, 817, 297, 989, 462]"
103,998,1000,2,"[409, 994, 761, 165, 186, 345, 370, 392]"
104,981,1000,19,"[419, 489, 678, 75, 574, 592]"
105,992,1000,8,"[38, 346, 207, 327, 763, 657]"
106,987,1000,13,"[986, 691, 703, 680, 182, 963, 982, 984]"
107,998,1000,2,"[211, 84, 563, 784, 646, 661, 840, 227, 855]"
108,982,1000,18,"[768, 887, 781, 891, 707, 930, 579]"
109,999,1000,1,"[198, 373, 790, 118, 664, 410, 718, 596]"
110,992,1000,8,"[252, 526, 87, 224, 386, 717, 602, 616]"
111,1000,1000,0,"[786, 588, 553, 756, 491, 508, 726]"
112,1000,1000,0,"[894, 757, 339, 636, 267, 713]"
113,996,1000,4,"[218, 289, 738, 65, 957]"
114,980,1000,20,"[421, 551, 78, 257, 981, 11, 750, 434, 448]"
115,986,1000,14,"[469, 278, 684, 803, 492]"
116,991,1000,9,"[248, 522, 877, 237, 622, 569, 576, 91]"
117,995,1000,5,"[438, 999, 826, 81, 962, 771]"
118,997,1000,3,"[253, 143, 841, 998, 628, 59, 667]"
119,987,1000,13,"[760, 685, 575, 875, 896, 407, 961]"
120,997,1000,3,"[481, 377, 715, 728, 742, 871, 752, 316]"
121,998,1000,2,"[205, 111, 109, 92, 798, 301]"
122,996,1000,4,"[185, 77, 774, 993, 641, 949, 486, 800]"
123,990,1000,10,"[536, 863, 988, 282, 712, 280, 293, 845, 187]"
124,998,1000,2,"[32, 520, 63, 502, 627, 644, 996]"
125,981,1000,19,"[765, 53, 706, 693, 825, 100, 88, 458]"
126,986,1000,14,"[956, 804, 484, 633, 240, 783, 857]"
127,995,1000,5,"[883, 430, 910, 64, 597]"
128,988,1000,12,"[511, 464, 587, 983, 629, 968, 460, 997]"
129,989,1000,11,"[394, 995, 249, 533, 547]"
130,980,1000,20,"[769, 406, 921, 670, 947]"
131,986,1000,14,"[312, 247, 515, 818, 723, 388, 415, 735, 116, 755]"
132,993,1000,7,"[192, 931, 878, 610, 102, 604, 593, 530]"
133,1000,1000,0,"[56, 411, 665, 958, 934, 944, 472, 810, 189]"
134,996,1000,4,"[940, 782, 842, 856, 861, 598]"
135,992,1000,8,"[992, 466, 274, 731, 867, 477, 127]"
136,993,1000,7,"[488, 191, 150, 548, 746, 577, 607, 851]"
137,985,1000,15,"[427, 938, 615, 837, 104, 852, 870, 393, 907, 753, 454]"
