Station,Load,Capacity,Idle,Tasks
36,989,1000,11,"[687, 707, 622, 515, 545, 12, 271]"
37,990,1000,10,"[100, 35, 38, 568, 3, 219]"
38,996,1000,4,"[250, 255, 572, 276, 24, 651, 612, 722, 736]"
39,990,1000,10,"[757, 573, 378, 366, 427, 437, 766]"
40,988,1000,12,"[628, 668, 780, 804, 827, 846]"
41,985,1000,15,"[127, 153, 176, 601, 616, 643, 150]"
42,978,1000,22,"[232, 172, 148, 177, 137, 158, 170, 189]"
43,976,1000,24,"[213, 46, 29, 188, 202, 45, 110, 196, 203]"
44,975,1000,25,"[226, 225, 242, 125, 44, 241]"
45,985,1000,15,"[184, 28, 269, 681, 694, 713, 731, 744, 803]"
46,994,1000,6,"[820, 751, 775, 105, 440, 732, 738, 758, 768, 788]"
47,995,1000,5,"[516, 810, 824, 223, 538, 123, 363, 375, 129]"
48,985,1000,15,"[380, 152, 82, 224, 240, 267, 460, 850, 278]"
49,975,1000,25,"[857, 476, 886, 915, 931, 953]"
50,975,1000,25,"[629, 916, 946, 949, 97, 320, 133, 164]"
51,991,1000,9,"[169, 386, 401, 421, 910, 936, 963, 429, 455]"
52,990,1000,10,"[978, 473, 492, 513, 531, 556, 562, 484, 504, 591]"
53,964,1000,36,"[526, 610, 929, 938, 106, 145, 399, 410, 617]"
54,982,1000,18,"[647, 424, 447, 472, 489, 499]"
55,987,1000,13,"[823, 849, 917, 715, 532, 599, 625, 640, 657]"
56,968,1000,32,"[328, 682, 689, 706, 721, 446, 465, 490, 871]"
57,970,1000,30,"[698, 918, 763, 779, 461]"
58,977,1000,23,"[641, 487, 502, 263, 301, 741, 332]"
59,979,1000,21,"[759, 776, 792, 467, 491, 510]"
60,964,1000,36,"[530, 933, 958, 669, 951]"
61,990,1000,10,"[977, 394, 411, 426, 450, 466]"
62,996,1000,4,"[132, 829, 848, 245, 273, 683, 786]"
63,974,1000,26,"[816, 563, 592, 595, 613, 324]"
64,991,1000,9,"[343, 435, 313, 337, 633, 836, 102]"
65,987,1000,13,"[661, 838, 438, 856, 881, 927, 942, 955, 974]"
66,981,1000,19,"[988, 409, 749, 452, 457, 754, 767, 793, 809, 819]"
67,984,1000,16,"[494, 781, 855, 837, 876, 901, 800, 318]"
68,977,1000,23,"[485, 507, 940, 174, 805]"
69,982,1000,18,"[830, 845, 198, 981, 992, 390, 922]"
70,986,1000,14,"[408, 939, 961, 980, 653, 685, 367]"
71,978,1000,22,"[382, 402, 417, 425, 453, 475, 554, 567, 577]"
72,993,1000,7,"[286, 163, 391, 802, 393, 420, 433]"
73,980,1000,20,"[932, 756, 897, 262, 903, 608, 905]"
74,998,1000,2,"[322, 477, 505, 528, 547, 561, 582, 811]"
75,984,1000,16,"[642, 663, 675, 704, 717, 307, 348, 678, 441]"
76,989,1000,11,"[858, 462, 479, 506, 355, 374, 387, 739]"
77,999,1000,1,"[388, 762, 774, 799, 546, 569, 587, 618, 645, 699]"
78,991,1000,9,"[714, 900, 935, 952]"
79,989,1000,11,"[983, 728, 734, 752, 770, 782]"
80,997,1000,3,"[815, 834, 843, 869, 964, 795, 389]"
81,989,1000,11,"[406, 885, 882, 548, 967, 463, 456]"
82,988,1000,12,"[395, 414, 632, 588, 594, 700, 719, 945, 735]"
83,985,1000,15,"[947, 753, 327, 128, 534, 711, 727, 691, 708, 898, 870]"
84,989,1000,11,"[789, 818, 944, 879, 921, 934, 407, 508, 638]"
85,982,1000,18,"[808, 828, 896, 877, 585, 248, 771, 784]"
86,990,1000,10,"[814, 889, 497, 524, 297, 919, 723]"
87,985,1000,15,"[742, 904, 603, 888, 928, 604, 878, 147]"
88,990,1000,10,"[724, 308, 868, 230, 17, 503, 839]"
89,998,1000,2,"[825, 914, 266, 315, 635, 665, 160]"
90,997,1000,3,"[443, 146, 199, 260, 289, 451, 193, 584]"
91,990,1000,10,"[693, 854, 866, 899, 600]"
92,986,1000,14,"[615, 954, 701, 553, 659, 673, 274, 948]"
93,996,1000,4,"[185, 968, 995, 259, 847, 261, 907, 930, 688]"
94,988,1000,12,"[220, 580, 851, 430, 373, 705, 690, 764, 865]"
95,989,1000,11,"[330, 209, 214, 310, 362]"
96,985,1000,15,"[806, 720, 748, 841, 412, 228, 621, 194]"
97,989,1000,11,"[280, 702, 730, 186, 609]"
98,982,1000,18,"[205, 607, 880, 863, 892, 131]"
99,998,1000,2,"[923, 773, 787, 813, 743, 639, 658, 860, 679]"
100,997,1000,3,"[894, 696, 564, 677, 191, 212, 586, 339]"
101,981,1000,19,"[911, 597, 619, 54, 116, 317]"
102,995,1000,5,"[141, 347, 111, 908, 726, 745, 941]"
103,989,1000,11,"[883, 959, 969, 1000, 937, 950, 926, 636]"
104,991,1000,9,"[660, 207, 312, 662, 680, 697, 311, 634, 966, 371, 807]"
105,990,1000,10,"[777, 790, 539, 509, 867, 984]"
106,986,1000,14,"[325, 293, 973, 512, 672, 965, 998, 979, 498]"
107,987,1000,13,"[428, 518, 997, 872, 449, 831]"
108,986,1000,14,"[840, 982, 996, 656, 671, 221, 772, 796]"
109,985,1000,15,"[270, 844, 309, 543, 560, 583, 206, 227, 258, 522]"
110,993,1000,7,"[551, 737, 298, 812, 470, 797, 22, 284]"
111,999,1000,1,"[416, 542, 333, 692, 571, 66, 993]"
112,987,1000,13,"[291, 956, 970, 126, 695, 709, 769]"
113,997,1000,3,"[794, 760, 725, 321, 791, 817, 821]"
114,997,1000,3,"[957, 842, 859, 305, 299, 972, 985]"
115,994,1000,6,"[971, 486, 755, 296, 331, 279, 136, 288]"
116,991,1000,9,"[884, 712, 648, 21, 716, 454, 649, 655, 989, 76]"
117,994,1000,6,"[92, 703, 750, 778, 319, 991, 986]"
118,991,1000,9,"[149, 264, 566, 798, 247, 218, 890, 234, 832]"
119,989,1000,11,"[990, 398, 282, 549, 403, 684, 874, 211, 235]"
120,991,1000,9,"[853, 893, 558, 887, 415, 272, 134]"
121,992,1000,8,"[747, 376, 943, 835, 468, 287, 523]"
122,985,1000,15,"[729, 746, 925, 785, 336, 326]"
123,997,1000,3,"[637, 999, 418, 664, 674, 826, 295]"
124,987,1000,13,"[140, 873, 913, 909, 875, 822, 852]"
125,990,1000,10,"[192, 861, 864, 718, 493, 994, 346, 962]"
126,986,1000,14,"[581, 533, 620, 178, 833, 130]"
127,990,1000,10,"[891, 285, 292, 590, 156, 482, 710, 555]"
128,990,1000,10,"[265, 300, 976, 670, 783, 920, 334, 290, 357, 314, 517]"
129,993,1000,7,"[975, 303, 740, 960, 544, 912]"
130,994,1000,6,"[862, 281, 761, 354, 765, 294, 574, 598]"
131,988,1000,12,"[283, 469, 488, 895, 801, 924, 419, 329]"
132,993,1000,7,"[432, 521, 646, 364, 902, 906, 365, 496]"
133,987,1000,13,"[733, 624, 987, 345, 79, 527, 190]"
