Station,Load,Capacity,Idle,Tasks
165,608,1000,392,[889]
166,739,1000,261,"[29, 752]"
167,824,1000,176,"[776, 783]"
168,834,1000,166,[809]
169,761,1000,239,[595]
170,947,1000,53,"[609, 632]"
171,519,1000,481,[317]
172,997,1000,3,"[638, 341]"
173,765,1000,235,[155]
174,943,1000,57,"[656, 675]"
175,834,1000,166,"[338, 372]"
176,982,1000,18,"[392, 402]"
177,967,1000,33,"[239, 423]"
178,711,1000,289,[443]
179,989,1000,11,"[281, 471]"
180,752,1000,248,[505]
181,528,1000,472,[335]
182,628,1000,372,"[217, 231]"
183,993,1000,7,"[244, 296]"
184,976,1000,24,"[472, 494]"
185,827,1000,173,[522]
186,998,1000,2,"[527, 786]"
187,660,1000,340,[803]
188,772,1000,228,"[813, 827]"
189,978,1000,22,"[838, 836]"
190,622,1000,378,[846]
191,922,1000,78,"[854, 871]"
192,954,1000,46,"[674, 685]"
193,614,1000,386,[393]
194,992,1000,8,"[5, 154]"
195,921,1000,79,"[742, 875]"
196,940,1000,60,"[874, 901]"
197,854,1000,146,"[920, 942]"
198,535,1000,465,[916]
199,744,1000,256,[142]
200,981,1000,19,"[161, 811]"
201,557,1000,443,[525]
202,940,1000,60,"[485, 499]"
203,645,1000,355,[181]
204,901,1000,99,"[376, 404]"
205,901,1000,99,"[214, 420]"
206,992,1000,8,"[233, 428]"
207,747,1000,253,[437]
208,969,1000,31,"[453, 457]"
209,658,1000,342,[478]
210,973,1000,27,"[255, 507]"
211,599,1000,401,[516]
212,980,1000,20,"[541, 391]"
213,750,1000,250,[397]
214,700,1000,300,[429]
215,996,1000,4,"[432, 406]"
216,691,1000,309,[425]
217,991,1000,9,"[344, 503]"
218,964,1000,36,"[517, 535]"
219,979,1000,21,"[334, 354]"
220,885,1000,115,"[387, 407]"
221,720,1000,280,"[421, 454]"
222,620,1000,380,[463]
223,964,1000,36,"[279, 939]"
224,941,1000,59,"[785, 802]"
225,574,1000,426,[24]
226,942,1000,58,"[223, 418]"
227,997,1000,3,"[439, 497]"
228,947,1000,53,"[352, 259]"
229,694,1000,306,[276]
230,661,1000,339,[291]
231,636,1000,364,[301]
232,950,1000,50,"[509, 312]"
233,986,1000,14,"[113, 526]"
234,908,1000,92,"[544, 791]"
235,587,1000,413,[565]
236,980,1000,20,"[799, 592]"
237,994,1000,6,"[599, 826]"
238,973,1000,27,"[633, 845]"
239,904,1000,96,"[872, 206]"
240,989,1000,11,"[945, 967]"
241,994,1000,6,"[880, 913]"
242,910,1000,90,"[927, 953]"
243,697,1000,303,[730]
244,932,1000,68,"[401, 417]"
245,999,1000,1,"[230, 666]"
246,939,1000,61,"[683, 692]"
247,990,1000,10,"[704, 290]"
248,670,1000,330,[304]
249,996,1000,4,"[318, 339]"
250,828,1000,172,"[468, 492]"
251,995,1000,5,"[514, 360]"
252,626,1000,374,[883]
253,616,1000,384,[904]
254,593,1000,407,[932]
255,763,1000,237,"[746, 772]"
256,1000,1000,0,"[780, 952]"
257,852,1000,148,"[272, 973]"
258,888,1000,112,"[832, 843]"
259,900,1000,100,"[862, 885]"
260,870,1000,130,"[435, 460]"
261,752,1000,248,[486]
262,901,1000,99,"[348, 357]"
263,986,1000,14,"[383, 489]"
264,994,1000,6,"[696, 1]"
265,742,1000,258,[524]
266,908,1000,92,"[531, 560]"
267,990,1000,10,"[80, 570]"
268,997,1000,3,"[578, 597]"
269,976,1000,24,"[619, 343]"
270,680,1000,320,[367]
271,1000,1000,0,"[483, 830]"
272,933,1000,67,"[852, 864]"
273,734,1000,266,[975]
274,607,1000,393,[948]
275,673,1000,327,[646]
276,971,1000,29,"[621, 664]"
277,951,1000,49,"[650, 668]"
278,990,1000,10,"[900, 330]"
279,987,1000,13,"[816, 665]"
280,1000,1000,0,"[680, 821]"
281,807,1000,193,"[850, 867]"
282,849,1000,151,"[884, 909]"
283,960,1000,40,"[915, 375]"
284,868,1000,132,"[300, 892]"
285,998,1000,2,"[933, 411]"
286,641,1000,359,[414]
287,590,1000,410,[386]
288,984,1000,16,"[917, 427]"
289,1000,1000,0,"[445, 888]"
290,639,1000,361,[426]
291,995,1000,5,"[911, 441]"
292,675,1000,325,[464]
293,939,1000,61,"[616, 467]"
294,951,1000,49,"[502, 336]"
295,839,1000,161,"[681, 145]"
296,999,1000,1,"[177, 185]"
297,596,1000,404,[779]
298,999,1000,1,"[218, 359]"
299,953,1000,47,"[381, 684]"
300,696,1000,304,[793]
301,640,1000,360,[921]
302,921,1000,79,"[918, 934]"
303,927,1000,73,"[798, 960]"
304,652,1000,348,[914]
305,994,1000,6,"[866, 289]"
306,792,1000,208,"[536, 562]"
307,910,1000,90,"[566, 200]"
308,895,1000,105,"[235, 257]"
309,931,1000,69,"[881, 906]"
310,678,1000,322,[925]
311,615,1000,385,[150]
312,944,1000,56,"[170, 581]"
313,955,1000,45,"[606, 944]"
314,997,1000,3,"[965, 216]"
315,605,1000,395,[905]
316,998,1000,2,"[895, 928]"
317,985,1000,15,"[842, 950]"
318,942,1000,58,"[518, 538]"
319,850,1000,150,"[549, 963]"
320,994,1000,6,"[996, 564]"
321,961,1000,39,"[583, 598]"
322,960,1000,40,"[617, 513]"
323,618,1000,382,[540]
324,968,1000,32,"[820, 648]"
325,877,1000,123,"[662, 667]"
326,642,1000,358,[307]
327,999,1000,1,"[319, 136]"
328,853,1000,147,"[94, 105]"
329,984,1000,16,"[164, 131]"
330,967,1000,33,"[151, 332]"
331,997,1000,3,"[130, 358]"
332,761,1000,239,[923]
333,709,1000,291,[408]
334,968,1000,32,"[858, 935]"
335,1000,1000,0,"[211, 698]"
336,909,1000,91,"[577, 670]"
337,682,1000,318,"[688, 602]"
338,988,1000,12,"[709, 834]"
339,849,1000,151,"[251, 18]"
340,994,1000,6,"[107, 926]"
341,904,1000,96,"[482, 504]"
342,923,1000,77,"[520, 542]"
343,1000,1000,0,"[559, 122]"
344,995,1000,5,"[981, 474]"
345,997,1000,3,"[781, 477]"
346,936,1000,64,"[270, 519]"
347,983,1000,17,"[748, 366]"
348,995,1000,5,"[389, 587]"
349,853,1000,147,[766]
350,846,1000,154,"[545, 569]"
351,963,1000,37,"[590, 601]"
352,929,1000,71,"[833, 634]"
353,961,1000,39,"[643, 506]"
354,964,1000,36,"[660, 191]"
355,998,1000,2,"[555, 588]"
356,992,1000,8,"[356, 322]"
357,711,1000,289,[345]
358,964,1000,36,"[363, 16]"
359,977,1000,23,"[860, 450]"
360,990,1000,10,"[762, 47]"
361,981,1000,19,"[269, 735]"
362,980,1000,20,"[552, 543]"
363,965,1000,35,"[659, 671]"
364,993,1000,7,"[903, 958]"
365,1000,1000,0,"[940, 607]"
366,989,1000,11,"[959, 714]"
367,972,1000,28,"[856, 385]"
368,974,1000,26,"[403, 929]"
369,776,1000,224,[831]
370,986,1000,14,"[135, 849]"
371,999,1000,1,"[861, 941]"
372,988,1000,12,"[547, 739]"
373,998,1000,2,"[974, 594]"
374,1000,1000,0,"[774, 753]"
375,986,1000,14,"[10, 760]"
376,994,1000,6,"[796, 119]"
377,987,1000,13,"[148, 847]"
378,769,1000,231,[869]
379,990,1000,10,"[712, 90]"
380,926,1000,74,"[104, 610]"
381,995,1000,5,"[669, 491]"
382,972,1000,28,"[608, 221]"
383,994,1000,6,"[247, 687]"
384,908,1000,92,"[989, 523]"
385,991,1000,9,"[763, 528]"
386,983,1000,17,"[551, 729]"
387,997,1000,3,"[642, 747]"
388,997,1000,3,"[378, 773, 797]"
389,973,1000,27,"[121, 663]"
390,959,1000,41,"[480, 533]"
391,995,1000,5,"[639, 195]"
392,952,1000,48,"[209, 237]"
393,938,1000,62,"[567, 658]"
394,998,1000,2,"[814, 758]"
395,957,1000,43,"[462, 983]"
396,842,1000,158,"[394, 416]"
397,970,1000,30,"[556, 368]"
398,988,1000,12,"[309, 384]"
399,998,1000,2,"[907, 395]"
400,977,1000,23,"[891, 720]"
401,989,1000,11,"[985, 380]"
402,973,1000,27,"[256, 405]"
403,996,1000,4,"[424, 521]"
404,765,1000,235,[539]
405,902,1000,98,[890]
406,828,1000,172,"[673, 91]"
407,991,1000,9,"[108, 677]"
408,914,1000,86,"[750, 129]"
409,929,1000,71,"[140, 126]"
410,981,1000,19,"[172, 455]"
411,995,1000,5,"[458, 210]"
412,895,1000,105,"[790, 801]"
413,955,1000,45,"[694, 825]"
414,969,1000,31,"[315, 971]"
415,998,1000,2,"[930, 169]"
416,974,1000,26,"[495, 488]"
417,981,1000,19,"[158, 87]"
418,747,1000,253,[512]
419,999,1000,1,"[628, 530]"
420,758,1000,242,[868]
421,985,1000,15,"[736, 882]"
422,990,1000,10,"[966, 476]"
423,985,1000,15,"[548, 725]"
424,998,1000,2,"[370, 743]"
425,980,1000,20,"[205, 589]"
426,997,1000,3,"[124, 71]"
427,974,1000,26,"[144, 946]"
428,983,1000,17,"[969, 690]"
429,989,1000,11,"[745, 837]"
430,961,1000,39,"[204, 857]"
431,994,1000,6,"[728, 956]"
432,959,1000,41,"[243, 537]"
433,968,1000,32,"[624, 563]"
434,999,1000,1,"[574, 751]"
435,997,1000,3,"[828, 764]"
436,955,1000,45,"[43, 787]"
437,1000,1000,0,"[986, 48]"
438,989,1000,11,"[72, 767]"
439,954,1000,46,"[795, 682]"
440,864,1000,136,"[192, 215]"
441,1000,1000,0,"[236, 978]"
442,999,1000,1,"[765, 908]"
443,985,1000,15,"[954, 162]"
444,986,1000,14,"[576, 546]"
445,965,1000,35,"[232, 449]"
446,969,1000,31,"[727, 708]"
447,991,1000,9,"[275, 740]"
448,908,1000,92,"[699, 557]"
449,971,1000,29,"[822, 625]"
450,980,1000,20,"[910, 448]"
451,942,1000,58,"[207, 410]"
452,972,1000,28,"[716, 396]"
453,985,1000,15,"[994, 365]"
454,998,1000,2,"[808, 603]"
455,998,1000,2,"[321, 487]"
456,971,1000,29,"[511, 737]"
457,920,1000,80,"[419, 582]"
458,997,1000,3,"[444, 199]"
459,989,1000,11,"[166, 731]"
460,988,1000,12,"[433, 922]"
461,990,1000,10,"[305, 493]"
462,998,1000,2,"[775, 982]"
463,980,1000,20,"[156, 691]"
464,968,1000,32,"[496, 655]"
465,991,1000,9,"[999, 980]"
466,975,1000,25,"[364, 886]"
467,988,1000,12,"[792, 919]"
468,984,1000,16,"[466, 719]"
469,997,1000,3,"[446, 970]"
470,955,1000,45,"[995, 782]"
471,969,1000,31,"[754, 815]"
472,902,1000,98,"[228, 701]"
473,981,1000,19,"[804, 398]"
474,965,1000,35,"[252, 676]"
475,977,1000,23,"[789, 957]"
476,987,1000,13,"[711, 990]"
477,984,1000,16,"[879, 353]"
478,906,1000,94,"[1000, 461]"
479,949,1000,51,"[717, 630]"
480,986,1000,14,"[490, 902]"
481,979,1000,21,"[998, 508]"
482,950,1000,50,"[807, 452]"
483,972,1000,28,"[817, 314]"
484,987,1000,13,"[613, 705]"
485,904,1000,96,"[979, 898]"
486,956,1000,44,"[618, 961]"
487,976,1000,24,"[245, 993]"
488,974,1000,26,"[571, 733]"
489,918,1000,82,"[887, 947]"
490,892,1000,108,"[127, 962]"
491,909,1000,91,"[280, 46]"
492,968,1000,32,"[340, 964]"
493,991,1000,9,"[440, 331]"
494,967,1000,33,"[702, 829]"
495,988,1000,12,"[475, 246]"
496,989,1000,11,"[479, 32]"
497,997,1000,3,"[409, 342]"
498,971,1000,29,"[37, 355]"
499,986,1000,14,"[839, 661]"
500,985,1000,15,"[679, 436]"
501,989,1000,11,"[160, 382]"
502,990,1000,10,"[34, 572]"
503,984,1000,16,"[575, 591]"
504,1000,1000,0,"[38, 756]"
505,983,1000,17,"[390, 777]"
506,973,1000,27,"[558, 470]"
507,984,1000,16,"[812, 500]"
508,940,1000,60,"[165, 943]"
509,983,1000,17,"[337, 620]"
510,997,1000,3,"[637, 977]"
511,973,1000,27,"[991, 146]"
512,898,1000,102,"[53, 937]"
513,980,1000,20,"[93, 118]"
514,989,1000,11,"[147, 326]"
515,925,1000,75,"[11, 697]"
516,932,1000,68,"[550, 273]"
517,949,1000,51,"[442, 579]"
518,961,1000,39,"[972, 732]"
519,962,1000,38,"[757, 859]"
520,1000,1000,0,"[35, 596]"
521,967,1000,33,"[605, 240]"
522,1000,1000,0,"[584, 173]"
523,933,1000,67,"[955, 412]"
524,976,1000,24,"[840, 224]"
525,995,1000,5,"[769, 976]"
526,925,1000,75,"[229, 726]"
527,982,1000,18,"[938, 744]"
528,994,1000,6,"[768, 554]"
529,988,1000,12,"[187, 179]"
530,989,1000,11,"[835, 371]"
531,975,1000,25,"[951, 968]"
532,973,1000,27,"[987, 415]"
533,923,1000,77,"[438, 451]"
534,981,1000,19,"[896, 267]"
535,922,1000,78,"[316, 689]"
536,997,1000,3,"[718, 631]"
537,962,1000,38,"[715, 222]"
538,939,1000,61,"[248, 695]"
539,978,1000,22,"[706, 323]"
540,908,1000,92,"[333, 863]"
541,951,1000,49,"[377, 434]"
542,960,1000,40,"[459, 997]"
543,973,1000,27,"[263, 949]"
544,938,1000,62,"[183, 984]"
545,953,1000,47,"[163, 734]"
546,995,1000,5,"[361, 473]"
547,936,1000,64,"[430, 346]"
548,966,1000,34,"[641, 713]"
549,947,1000,53,"[810, 899]"
550,939,1000,61,"[484, 931]"
551,905,1000,95,"[988, 878]"
552,948,1000,52,"[818, 640]"
553,987,1000,13,"[604, 936]"
554,975,1000,25,"[992, 893]"
555,939,1000,61,"[703, 302]"
556,964,1000,36,"[529, 851]"
557,959,1000,41,"[242, 876]"
558,950,1000,50,"[644, 897]"
559,970,1000,30,"[615, 870, 710]"
