Task,Station,Time
351,22,44
401,23,194
348,23,188
285,23,178
223,23,232
266,23,186
291,24,115
293,24,79
307,24,113
319,24,158
344,24,169
336,24,182
304,24,166
325,25,126
320,25,27
342,25,62
359,25,195
338,25,131
363,25,189
357,25,166
341,25,74
371,26,129
393,26,172
375,26,326
392,26,99
381,26,55
388,26,111
270,26,87
407,27,309
273,27,59
415,27,197
420,27,176
425,27,54
372,27,178
387,28,208
403,28,239
299,28,164
326,28,224
323,28,83
410,28,70
340,29,183
345,29,133
364,29,106
322,29,252
334,29,250
333,29,58
365,30,96
352,30,36
378,30,170
394,30,63
390,30,147
405,30,124
343,30,291
350,30,49
290,31,206
294,31,61
355,31,159
380,31,126
374,31,114
397,31,127
413,31,178
428,32,57
427,32,66
451,32,33
448,32,200
460,32,148
473,32,61
445,32,186
461,32,166
373,32,78
396,33,199
419,33,81
421,33,87
432,33,102
440,33,132
436,33,91
466,33,37
379,33,254
395,34,155
409,34,101
429,34,38
434,34,182
437,34,27
464,34,101
391,34,67
408,34,162
330,34,142
471,35,239
478,35,308
412,35,227
441,35,154
430,35,41
452,36,51
465,36,66
453,36,148
292,36,297
404,36,157
346,36,105
399,36,99
416,36,44
370,37,210
389,37,52
417,37,137
424,37,190
438,37,122
450,37,128
458,37,128
456,38,122
486,38,94
312,38,150
433,38,162
315,38,175
337,38,172
476,38,74
347,39,255
361,39,243
368,39,79
168,39,128
193,39,27
219,39,67
225,39,152
253,39,23
251,40,300
272,40,99
281,40,182
247,40,80
259,40,36
258,40,107
262,40,163
274,40,26
283,41,237
218,41,273
222,41,218
301,41,173
188,41,79
211,42,80
318,42,226
311,42,211
316,42,77
328,42,261
230,42,132
241,43,213
327,43,176
329,43,155
237,43,114
296,43,141
73,43,104
332,43,85
353,44,236
356,44,126
369,44,99
398,44,200
282,44,96
302,44,204
303,45,150
32,45,154
55,45,155
77,45,20
72,45,72
81,45,223
112,45,134
78,45,69
134,46,123
148,46,105
145,46,61
178,46,108
157,46,157
102,46,176
80,46,197
138,46,45
105,47,220
118,47,74
133,47,107
147,47,208
159,47,185
170,47,110
79,47,82
99,48,251
100,48,33
104,48,180
136,48,100
149,48,134
152,48,70
173,48,121
163,48,91
187,49,140
158,49,118
177,49,205
179,49,207
199,49,158
197,49,33
205,49,80
180,49,49
200,50,241
226,50,163
232,50,116
248,50,215
243,50,127
255,50,90
249,51,209
198,51,242
239,51,76
271,51,130
238,51,211
265,51,41
313,51,80
233,52,218
175,52,216
402,52,284
267,52,132
287,52,142
297,53,100
286,53,127
310,53,206
317,53,157
151,53,234
161,53,72
213,53,88
201,54,111
308,54,247
139,54,215
366,54,199
385,54,21
384,54,88
386,54,70
406,55,88
382,55,235
414,55,148
422,55,191
447,55,255
454,55,71
457,56,173
423,56,269
439,56,210
463,56,65
449,56,228
418,56,44
481,57,81
502,57,50
527,57,172
529,57,163
474,57,107
411,57,176
483,57,69
501,57,125
525,57,55
548,58,105
568,58,152
533,58,148
563,58,63
578,58,140
610,58,164
506,58,125
526,58,43
508,58,38
499,59,311
528,59,58
530,59,47
547,59,88
553,59,97
519,59,164
546,59,93
559,59,122
459,60,268
480,60,148
479,60,157
505,60,73
503,60,108
509,60,115
558,60,108
587,61,128
426,61,178
435,61,133
468,61,127
488,61,182
484,61,26
504,61,136
482,61,70
487,62,301
462,62,100
475,62,213
507,62,206
522,62,157
543,63,391
562,63,190
584,63,152
498,63,187
513,63,51
540,64,94
609,64,269
556,64,231
446,64,43
469,64,86
588,64,131
442,64,87
455,64,34
472,65,339
470,65,124
491,65,189
492,65,263
431,65,76
515,66,195
493,66,127
531,66,185
467,66,103
485,66,163
494,66,128
512,66,77
524,67,104
542,67,214
534,67,109
536,67,365
561,67,130
564,67,31
580,68,234
551,68,100
567,68,107
579,68,155
608,68,130
523,68,143
477,68,104
496,69,93
511,69,210
566,69,168
581,69,147
495,69,153
444,69,157
497,69,54
518,70,64
541,70,235
552,70,130
490,70,144
510,70,170
583,70,156
521,70,87
538,71,70
557,71,170
545,71,26
607,71,117
617,71,259
636,71,261
514,71,67
648,72,139
653,72,128
654,72,139
489,72,223
517,72,263
383,72,74
500,73,135
516,73,210
532,73,127
616,73,309
640,73,25
630,73,110
360,73,84
377,74,98
400,74,163
367,74,52
544,74,157
582,74,205
611,74,93
520,74,122
10,74,107
614,75,282
56,75,109
84,75,158
106,75,210
539,75,219
555,76,198
114,76,253
124,76,170
83,76,52
121,76,129
91,76,56
110,76,62
126,76,49
127,77,195
154,77,116
254,77,102
549,77,58
85,77,106
111,77,118
565,77,75
82,77,85
162,77,118
184,78,253
194,78,59
130,78,103
141,78,223
569,78,173
596,78,66
591,78,120
592,79,253
595,79,88
621,79,103
633,79,135
638,79,122
594,79,175
649,79,119
656,80,43
675,80,151
663,80,157
597,80,207
622,80,210
704,80,67
730,80,59
643,80,86
660,81,175
740,81,305
764,81,191
678,81,101
673,81,122
76,81,75
695,82,213
623,82,244
629,82,62
747,82,144
593,82,119
705,82,110
726,82,75
647,83,196
696,83,174
766,83,144
677,83,236
703,83,225
131,84,255
235,84,254
710,84,42
618,84,206
635,84,33
646,84,88
160,84,41
92,84,63
570,85,243
603,85,32
598,85,236
602,85,212
619,85,122
641,85,53
645,85,93
604,86,94
600,86,257
625,86,56
634,86,382
624,86,127
632,86,71
628,87,242
788,87,150
537,87,229
560,87,181
586,87,89
589,87,92
590,88,145
155,88,117
681,88,232
86,88,91
725,88,125
739,88,127
743,88,89
774,88,64
206,89,98
670,89,45
626,89,88
687,89,57
599,89,304
615,89,69
637,89,129
642,89,71
129,89,135
140,90,160
612,90,289
443,90,332
550,90,173
535,91,221
142,91,142
601,91,214
620,91,158
631,91,166
644,91,95
650,92,21
655,92,87
672,92,175
657,92,48
686,92,221
683,92,114
664,92,106
666,92,73
682,92,102
690,92,24
689,93,74
718,93,118
698,93,38
716,93,155
733,93,43
737,93,179
775,93,76
735,93,109
771,93,29
736,93,35
773,93,69
790,93,29
767,94,158
785,94,219
738,94,198
776,94,109
770,94,181
722,94,94
751,95,168
810,95,68
819,95,118
753,95,55
717,95,154
741,95,100
662,95,212
680,95,29
639,95,83
651,96,176
658,96,94
668,96,31
671,96,258
693,96,126
707,96,201
700,96,97
676,97,257
701,97,26
691,97,154
728,97,84
694,97,133
692,97,118
720,97,44
746,97,72
727,97,90
752,98,85
762,98,36
724,98,254
732,98,158
711,98,81
760,98,361
783,99,62
777,99,59
784,99,102
804,99,212
782,99,334
803,99,40
824,99,84
779,99,80
826,100,169
812,100,206
844,100,266
809,100,173
838,100,172
856,101,102
857,101,228
814,101,187
834,101,70
780,101,242
554,101,156
585,102,224
606,102,88
573,102,38
574,102,269
572,102,88
576,102,61
575,102,66
571,102,63
684,102,74
706,103,138
719,103,121
742,103,226
729,103,190
723,103,209
749,103,44
709,103,34
765,104,182
797,104,262
811,104,120
833,104,247
839,104,110
828,104,50
846,105,68
872,105,168
831,105,213
830,105,57
849,105,54
847,105,190
874,105,38
889,105,167
832,105,30
883,106,55
899,106,197
876,106,155
906,106,225
934,106,46
923,106,21
947,106,150
963,106,71
952,106,34
935,106,30
976,107,63
955,107,113
966,107,204
926,107,320
948,107,126
988,107,21
750,107,144
772,108,88
968,108,185
993,108,27
1000,108,33
806,108,248
577,108,183
605,108,24
613,108,39
970,108,47
994,108,99
979,109,169
987,109,209
997,109,116
761,109,202
796,109,245
769,109,46
781,110,309
848,110,94
850,110,109
867,110,226
890,110,169
982,110,66
734,111,215
768,111,301
795,111,220
791,111,44
798,111,131
820,111,81
843,112,23
818,112,90
827,112,271
829,112,289
854,112,28
807,112,104
816,112,156
813,113,143
836,113,46
873,113,177
896,113,132
878,113,215
917,113,104
921,113,73
904,113,40
900,113,43
907,114,149
920,114,115
940,114,97
936,114,236
964,114,184
969,114,30
661,114,157
679,115,80
697,115,90
627,115,273
799,115,58
800,115,93
823,115,87
825,115,24
821,115,46
974,115,92
793,115,76
802,115,32
817,115,28
835,116,173
822,116,277
837,116,141
855,116,182
868,116,93
886,116,123
870,117,29
895,117,55
871,117,68
888,117,56
903,117,23
885,117,89
915,117,286
931,117,134
879,117,132
924,117,97
943,117,20
902,118,208
919,118,136
962,118,55
925,118,190
929,118,82
944,118,225
959,118,28
975,118,42
965,118,22
967,119,206
960,119,81
971,119,94
984,119,204
990,119,334
992,119,67
986,120,200
980,120,198
953,120,174
977,120,126
985,120,168
998,120,108
989,121,143
991,121,141
916,121,220
933,121,96
939,121,21
957,121,183
972,121,89
996,121,81
999,122,138
981,122,188
937,122,270
912,122,73
652,122,301
659,123,138
674,123,111
669,123,54
702,123,176
688,123,43
699,123,105
721,123,28
708,123,34
731,123,28
763,123,143
754,123,105
756,123,23
792,124,222
787,124,120
808,124,88
758,124,205
757,124,73
794,124,113
759,124,137
667,124,34
665,125,59
755,125,78
805,125,126
789,125,319
801,125,83
815,125,156
841,125,87
786,125,84
840,126,94
851,126,230
227,126,184
236,126,129
257,126,204
276,126,28
277,126,95
279,126,30
278,127,148
280,127,84
300,127,346
295,127,172
685,127,114
845,127,122
864,128,157
714,128,192
866,128,243
877,128,87
861,128,43
863,128,120
859,128,69
880,128,30
897,128,34
908,129,214
927,129,87
881,129,282
911,129,117
945,129,149
891,129,94
946,129,35
892,130,319
956,130,98
978,130,117
860,130,210
910,130,97
865,130,83
909,130,69
862,131,200
894,131,88
905,131,130
930,131,177
712,131,150
713,131,180
745,131,21
983,131,46
922,132,145
941,132,107
954,132,178
951,132,27
949,132,164
961,132,267
913,132,78
973,133,197
995,133,51
715,133,123
748,133,115
744,133,165
928,133,119
942,133,30
958,133,198
950,134,209
938,134,230
842,134,172
853,134,125
858,134,110
869,134,152
893,135,132
875,135,325
882,135,230
887,135,234
852,135,60
884,136,81
914,136,222
898,136,84
918,136,151
778,136,92
901,136,270
932,136,67
