Station,Load,Capacity,Idle,Tasks
100,994,1000,6,"[987, 676, 42, 994, 989, 642, 821, 850, 861, 9]"
101,987,1000,13,"[38, 883, 852, 860, 670, 285, 612, 340]"
102,998,1000,2,"[622, 353, 150, 232, 539, 245, 112, 577]"
103,993,1000,7,"[749, 942, 594, 261, 397, 414]"
104,987,1000,13,"[941, 270, 290, 262, 172, 416]"
105,984,1000,16,"[976, 351, 712, 876, 901, 685, 702, 909, 783, 805]"
106,989,1000,11,"[680, 693, 719, 740, 766, 500, 518, 61]"
107,997,1000,3,"[399, 534, 72, 259, 623, 274, 491, 636, 784, 870, 875]"
108,992,1000,8,"[907, 310, 631, 708, 727, 94, 787, 803]"
109,987,1000,13,"[481, 70, 615, 624, 645, 651, 684]"
110,988,1000,12,"[222, 475, 237, 545, 980, 845, 928, 963]"
111,994,1000,6,"[874, 995, 857, 495, 843, 356, 669, 696, 810]"
112,992,1000,8,"[81, 816, 370, 66, 30, 217, 988]"
113,979,1000,21,"[509, 152, 162, 39, 744, 435, 716]"
114,996,1000,4,"[731, 240, 535, 734, 762, 510, 841, 968, 927, 884]"
115,988,1000,12,"[375, 705, 725, 737, 606, 822]"
116,986,1000,14,"[359, 930, 961, 958, 1000, 371, 868]"
117,983,1000,17,"[213, 862, 537, 936, 588, 254, 978]"
118,993,1000,7,"[956, 570, 906, 919, 35, 983, 872]"
119,988,1000,12,"[338, 882, 905, 960, 478, 498, 732, 327, 350, 92]"
120,988,1000,12,"[687, 117, 694, 312, 826, 879, 635]"
121,985,1000,15,"[181, 100, 575, 743, 752, 742, 105, 209]"
122,996,1000,4,"[446, 827, 355, 663, 110, 456, 809, 584]"
123,987,1000,13,"[173, 939, 556, 331, 629, 109, 899]"
124,984,1000,16,"[279, 718, 856, 881, 944, 441]"
125,987,1000,13,"[559, 842, 268, 949, 965, 345]"
126,990,1000,10,"[315, 382, 891, 707, 580, 472, 967, 999]"
127,992,1000,8,"[757, 5, 969, 658, 589, 646, 519]"
128,993,1000,7,"[859, 276, 760, 305, 617, 608, 673, 515, 662]"
129,993,1000,7,"[37, 394, 772, 174, 618, 656, 674, 981]"
130,994,1000,6,"[715, 303, 544, 354, 506, 321, 959, 993, 87]"
131,992,1000,8,"[938, 253, 195, 761, 903, 991, 207]"
132,989,1000,11,"[723, 163, 583, 977, 517, 745, 381, 755]"
133,985,1000,15,"[998, 726, 627, 538, 378, 391, 945]"
134,989,1000,11,"[119, 71, 709, 681, 791, 567, 966]"
135,982,1000,18,"[58, 569, 992, 889, 34, 336, 914]"
136,983,1000,17,"[461, 557, 946, 756, 122, 189]"
137,995,1000,5,"[133, 479, 878, 496, 682, 555, 258]"
