Task,Station,Time
977,536,445
992,536,547
916,537,331
500,537,612
741,538,92
854,538,391
188,538,515
106,539,339
686,539,639
832,540,207
470,540,376
440,540,407
