Task,Station,Time
611,51,481
246,51,167
424,52,77
500,52,448
13,52,451
265,53,200
276,53,22
385,53,370
404,53,60
310,53,329
440,54,325
422,54,227
522,54,432
533,55,56
23,55,127
24,55,39
632,55,462
447,55,45
471,55,153
490,55,74
506,56,501
526,56,153
547,56,297
615,57,229
651,57,105
152,57,74
242,57,49
683,57,451
698,57,59
146,58,367
165,58,116
356,58,510
178,59,82
552,59,229
570,59,55
190,59,474
351,59,135
635,60,419
654,60,553
842,61,262
676,61,215
859,61,483
705,62,115
151,62,105
726,62,114
739,62,89
871,62,27
899,62,156
918,62,75
930,62,167
470,62,140
639,63,528
660,63,101
679,63,299
96,64,145
40,64,579
718,64,181
738,65,332
315,65,149
344,65,451
360,66,387
367,66,30
391,66,310
160,66,46
187,66,129
211,67,78
226,67,182
751,67,347
436,67,56
449,67,311
472,68,227
496,68,168
504,68,530
44,69,480
75,69,493
695,70,334
371,70,181
393,70,481
945,71,29
963,71,280
794,71,469
501,71,162
528,72,199
544,72,441
568,72,132
575,72,220
685,73,63
596,73,74
621,73,111
633,73,464
737,73,232
754,74,105
479,74,106
150,74,117
808,74,185
829,74,117
855,74,355
882,75,288
912,75,451
215,75,227
240,76,109
398,76,313
414,76,293
425,76,142
453,76,114
464,77,491
482,77,472
904,78,119
919,78,118
765,78,151
888,78,542
891,78,28
914,79,83
922,79,189
931,79,131
510,79,575
959,80,417
523,80,265
542,80,293
558,81,42
580,81,307
607,81,55
630,81,38
643,81,267
671,81,276
677,82,123
193,82,363
220,82,191
752,82,63
759,82,214
257,83,158
784,83,334
792,83,493
711,84,57
337,84,189
821,84,72
853,84,169
864,84,223
881,84,254
259,85,186
903,85,37
745,85,196
925,85,538
932,86,94
760,86,161
775,86,291
789,86,449
652,87,288
353,87,57
380,87,118
387,87,123
540,87,370
443,88,249
442,88,385
177,88,338
198,89,105
650,89,252
314,89,485
31,89,152
67,90,281
108,90,475
123,90,217
238,91,87
141,91,71
768,91,199
780,91,309
805,91,285
400,92,457
535,92,531
901,93,204
247,93,128
270,93,484
290,93,172
893,94,86
306,94,111
317,94,532
927,94,162
942,94,106
958,95,68
908,95,120
33,95,328
445,95,367
541,95,67
555,96,266
205,96,506
648,96,177
662,97,171
663,97,175
229,97,190
916,97,170
515,97,262
675,98,271
328,98,202
334,98,492
377,99,46
350,99,431
684,99,522
421,100,377
704,100,229
858,100,125
725,100,245
876,101,117
756,101,139
770,101,148
779,101,578
799,102,140
324,102,257
331,102,335
910,102,255
111,103,184
913,103,233
938,103,539
722,104,110
746,104,474
637,104,200
397,104,185
415,105,26
423,105,123
609,105,330
626,105,503
673,106,153
576,106,113
521,106,54
551,106,235
557,106,133
589,106,282
895,107,65
610,107,253
956,107,244
687,107,180
717,107,257
92,108,207
734,108,153
747,108,254
413,108,369
429,109,247
455,109,235
602,109,500
929,110,127
954,110,213
465,110,21
484,110,602
167,111,157
200,111,182
764,111,661
115,112,112
783,112,515
565,112,349
573,113,87
736,113,321
786,113,471
218,113,97
256,114,355
272,114,134
511,114,116
532,114,393
292,115,53
338,115,148
548,115,238
18,115,269
410,115,280
438,116,57
39,116,218
628,116,217
645,116,252
697,116,112
707,116,131
732,117,48
962,117,41
984,117,420
407,117,484
427,118,184
567,118,220
569,118,575
578,119,230
590,119,82
266,119,175
280,119,272
813,119,235
832,120,85
55,120,519
599,120,202
619,120,55
647,120,102
940,121,54
670,121,92
214,121,339
678,121,503
693,122,265
236,122,217
749,122,78
91,122,345
766,122,38
777,122,44
791,123,90
248,123,215
110,123,185
122,123,195
135,123,295
154,124,32
354,124,205
612,124,31
730,124,173
133,124,92
613,124,30
73,124,208
634,124,220
658,125,64
748,125,57
451,125,252
468,125,491
928,125,116
985,126,64
773,126,432
173,126,62
771,126,414
405,127,518
774,127,250
105,127,127
686,127,90
721,128,46
788,128,177
536,128,452
802,128,215
857,128,94
887,129,58
560,129,78
902,129,333
915,129,531
815,130,134
795,130,28
819,130,48
937,130,167
947,130,242
126,130,353
188,131,89
335,131,414
282,131,148
921,131,326
627,132,172
95,132,316
481,132,159
456,132,350
952,133,58
325,133,190
345,133,136
357,133,271
781,133,318
243,134,111
653,134,54
948,134,161
941,134,305
803,134,329
19,135,121
689,135,126
816,135,389
286,135,169
950,135,172
50,136,45
977,136,216
264,136,285
601,136,215
622,136,239
982,137,46
644,137,107
291,137,122
303,137,310
327,137,173
47,137,107
520,137,115
545,138,75
250,138,353
860,138,303
157,138,255
373,139,206
974,139,430
129,139,347
46,140,174
375,140,441
396,140,375
492,141,213
807,141,30
817,141,241
849,141,489
862,142,418
701,142,580
743,143,50
287,143,117
729,143,174
939,143,452
946,143,128
970,143,57
983,144,241
772,144,266
850,144,463
117,145,108
867,145,285
955,145,341
976,145,231
994,146,68
665,146,74
886,146,287
476,146,555
485,147,72
181,147,178
163,147,553
514,147,159
175,148,105
524,148,362
843,148,274
869,148,242
812,149,198
884,149,107
56,149,162
971,149,516
299,150,358
534,150,107
951,150,137
961,150,100
979,150,229
837,150,51
657,151,37
870,151,140
885,151,471
909,151,249
646,151,95
666,152,53
477,152,135
672,152,210
513,152,291
810,152,176
840,152,121
84,153,57
444,153,295
478,153,259
488,153,364
531,154,62
302,154,563
833,154,33
474,154,125
868,154,189
494,155,78
879,155,152
586,155,233
710,155,515
301,156,215
965,156,180
593,156,569
618,157,36
762,157,296
898,157,514
968,157,132
579,158,54
463,158,173
416,158,121
616,158,196
254,158,148
998,158,292
12,159,31
664,159,78
206,159,151
993,159,156
349,159,581
661,160,84
823,160,206
852,160,160
935,160,168
196,160,354
828,161,127
233,161,381
581,161,34
598,161,186
617,161,263
297,162,106
489,162,246
605,162,464
77,162,179
99,163,56
620,163,122
45,163,470
249,163,158
631,163,177
865,164,69
169,164,596
298,164,316
491,165,31
364,165,108
14,165,367
368,165,476
907,166,140
642,166,123
469,166,463
585,166,252
592,167,47
432,167,279
798,167,286
483,167,388
505,168,119
814,168,338
980,168,405
680,168,124
690,169,65
854,169,146
636,169,202
892,169,566
924,170,69
997,170,415
702,170,516
713,171,498
960,171,479
757,172,542
776,172,439
801,173,152
806,173,249
374,173,104
973,173,466
992,174,45
401,174,117
742,174,559
911,174,278
923,175,112
694,175,123
668,175,247
712,175,504
339,176,86
529,176,93
571,176,178
691,176,145
720,176,312
830,176,164
996,177,33
392,177,92
875,177,240
144,177,146
564,177,153
140,177,110
561,177,209
389,178,79
487,178,39
503,178,39
838,178,621
667,178,97
847,178,124
724,179,70
582,179,503
991,179,208
32,179,219
835,180,61
845,180,364
512,180,563
804,181,57
493,181,529
889,181,35
926,181,378
933,182,79
987,182,108
508,182,373
543,182,143
553,182,284
221,183,33
383,183,166
550,183,199
563,183,226
574,183,369
741,184,129
428,184,311
703,184,126
872,184,219
966,184,202
208,185,60
1000,185,239
376,185,243
269,185,238
239,185,192
706,186,267
183,186,249
967,186,473
999,187,48
831,187,77
692,187,136
420,187,323
656,187,280
800,187,123
197,188,85
674,188,331
782,188,558
48,189,33
758,189,68
825,189,89
797,189,106
74,189,86
89,189,597
681,190,188
384,190,186
699,190,203
244,190,197
883,190,199
822,191,34
793,191,118
785,191,289
744,191,531
834,192,20
365,192,72
863,192,177
566,192,201
355,192,526
949,193,31
600,193,141
897,193,142
457,193,161
82,193,305
180,193,145
811,193,75
839,194,28
588,194,169
826,194,306
606,194,495
848,195,42
577,195,67
629,195,473
874,195,108
809,195,302
896,196,28
841,196,487
649,196,485
209,197,94
696,197,127
715,197,203
936,197,550
846,198,38
486,198,147
509,198,247
624,198,554
878,199,123
856,199,468
378,199,397
934,200,221
402,200,230
753,200,537
372,201,68
763,201,232
969,201,144
906,201,541
767,202,126
727,202,138
293,202,209
953,202,515
719,203,29
655,203,558
333,203,407
608,204,61
502,204,443
530,204,491
395,205,21
473,205,72
986,205,97
740,205,97
17,205,550
975,205,163
43,206,26
80,206,491
894,206,471
537,207,30
61,207,347
861,207,611
583,208,30
336,208,161
844,208,177
733,208,129
227,208,494
147,209,69
234,209,223
594,209,83
623,209,131
11,209,483
516,210,31
342,210,73
943,210,140
708,210,223
300,210,175
138,210,339
625,211,25
54,211,85
900,211,148
972,211,302
981,211,205
10,211,234
877,212,39
595,212,110
268,212,380
890,212,71
189,212,392
641,213,34
213,213,134
60,213,397
880,213,418
836,214,24
53,214,421
285,214,554
412,215,265
370,215,337
318,215,180
978,215,214
917,216,20
995,216,154
761,216,340
787,216,144
796,216,342
207,217,531
284,217,459
273,218,53
527,218,105
434,218,114
224,218,329
905,218,196
709,218,192
225,219,53
35,219,65
735,219,113
587,219,170
316,219,182
262,219,409
957,220,54
195,220,69
57,220,492
228,220,279
252,220,96
604,221,39
659,221,468
332,221,153
106,221,159
497,221,167
304,222,40
525,222,125
990,222,109
203,222,219
403,222,221
446,222,277
539,223,103
466,223,490
554,223,67
450,223,175
507,223,149
168,224,34
920,224,284
518,224,177
556,224,490
118,225,275
688,225,84
495,225,70
988,225,556
873,226,46
851,226,279
964,226,54
824,226,126
755,226,333
235,226,148
866,227,92
358,227,113
320,227,166
202,227,138
231,227,318
308,227,159
237,228,28
289,228,66
232,228,138
194,228,231
459,228,212
159,228,321
820,229,85
275,229,219
989,229,70
716,229,75
944,229,543
538,230,51
640,230,41
818,230,144
731,230,76
723,230,148
42,230,295
603,230,233
