Station,Load,Capacity,Idle,Tasks
219,897,1000,103,"[591, 782]"
220,958,1000,42,"[599, 806]"
221,970,1000,30,"[624, 819]"
222,669,1000,331,[841]
223,975,1000,25,"[534, 377]"
224,684,1000,316,[406]
225,605,1000,395,[272]
226,592,1000,408,[288]
227,927,1000,73,"[781, 316]"
228,591,1000,409,[337]
229,959,1000,41,"[358, 371]"
230,844,1000,156,[384]
231,962,1000,38,"[860, 883]"
232,961,1000,39,"[527, 538]"
233,976,1000,24,"[392, 405]"
234,990,1000,10,"[655, 676]"
235,993,1000,7,"[413, 543]"
236,977,1000,23,"[568, 165]"
237,960,1000,40,"[193, 478]"
238,634,1000,366,[289]
239,627,1000,373,[703]
240,990,1000,10,"[867, 714]"
241,998,1000,2,"[625, 743]"
242,939,1000,61,"[427, 758]"
243,995,1000,5,"[761, 587]"
244,983,1000,17,"[277, 596]"
245,953,1000,47,"[631, 445]"
246,979,1000,21,"[468, 646]"
247,1000,1000,0,"[264, 843]"
248,979,1000,21,"[414, 533]"
249,948,1000,52,"[570, 788]"
250,991,1000,9,"[589, 694]"
251,995,1000,5,"[376, 401]"
252,754,1000,246,[767]
253,963,1000,37,"[794, 804]"
254,753,1000,247,"[827, 494]"
255,921,1000,79,"[520, 553]"
256,994,1000,6,"[576, 839]"
257,758,1000,242,[865]
258,993,1000,7,"[644, 882]"
259,781,1000,219,"[728, 744]"
260,740,1000,260,"[748, 771]"
261,977,1000,23,"[787, 23]"
262,962,1000,38,"[772, 342]"
263,982,1000,18,"[902, 810]"
264,993,1000,7,"[826, 842]"
265,684,1000,316,[540]
266,972,1000,28,"[846, 768]"
267,983,1000,17,"[792, 484]"
268,932,1000,68,"[575, 501]"
269,994,1000,6,"[584, 522]"
270,912,1000,88,"[881, 886]"
271,985,1000,15,"[905, 425]"
272,991,1000,9,"[972, 610]"
273,998,1000,2,"[452, 618]"
274,995,1000,5,"[455, 641]"
275,983,1000,17,"[334, 546]"
276,992,1000,8,"[805, 46]"
277,878,1000,122,"[67, 720]"
278,662,1000,338,[738]
279,990,1000,10,"[986, 399]"
280,890,1000,110,"[443, 380]"
281,822,1000,178,"[403, 429]"
282,896,1000,104,"[598, 602]"
283,712,1000,288,[630]
284,929,1000,71,"[279, 900]"
285,1000,1000,0,"[911, 280]"
286,633,1000,367,[304]
287,713,1000,287,[866]
288,913,1000,87,"[775, 166]"
289,982,1000,18,"[189, 859]"
290,640,1000,360,[869]
291,921,1000,79,"[909, 945]"
292,994,1000,6,"[950, 657]"
293,1000,1000,0,"[677, 975]"
294,998,1000,2,"[360, 988]"
295,982,1000,18,"[190, 664]"
296,963,1000,37,"[210, 682]"
297,752,1000,248,"[702, 713]"
298,995,1000,5,"[742, 747]"
299,974,1000,26,"[656, 910]"
300,838,1000,162,"[941, 958]"
301,980,1000,20,"[786, 754]"
302,971,1000,29,"[395, 868]"
303,865,1000,135,"[888, 814]"
304,958,1000,42,"[820, 897]"
305,903,1000,97,"[544, 567]"
306,982,1000,18,"[590, 809]"
307,978,1000,22,"[386, 620]"
308,961,1000,39,"[650, 671]"
309,707,1000,293,[256]
310,698,1000,302,[91]
311,988,1000,12,"[529, 460]"
312,993,1000,7,"[482, 880]"
313,970,1000,30,"[68, 940]"
314,979,1000,21,"[895, 330]"
315,995,1000,5,"[949, 352]"
316,981,1000,19,"[363, 356]"
317,795,1000,205,"[946, 954]"
318,990,1000,10,"[836, 483]"
319,1000,1000,0,"[739, 661]"
320,998,1000,2,"[680, 505]"
321,972,1000,28,"[890, 346]"
322,715,1000,285,[275]
323,993,1000,7,"[621, 532]"
324,914,1000,86,"[524, 40]"
325,976,1000,24,"[904, 62]"
326,960,1000,40,"[919, 436]"
327,788,1000,212,[516]
328,933,1000,67,"[877, 326]"
329,971,1000,29,"[723, 359]"
330,989,1000,11,"[872, 369]"
331,982,1000,18,"[381, 638]"
332,975,1000,25,"[840, 762]"
333,979,1000,21,"[635, 668]"
334,985,1000,15,"[675, 912]"
335,978,1000,22,"[389, 934]"
336,819,1000,181,"[727, 947]"
337,982,1000,18,"[752, 952]"
338,946,1000,54,"[976, 785]"
339,992,1000,8,"[808, 973]"
340,750,1000,250,[991]
341,892,1000,108,"[801, 825]"
342,977,1000,23,"[838, 169]"
343,974,1000,26,"[722, 370]"
344,957,1000,43,"[86, 112]"
345,964,1000,36,"[141, 391]"
346,751,1000,249,[956]
347,1000,1000,0,"[695, 980]"
348,973,1000,27,"[987, 315]"
349,844,1000,156,"[109, 291]"
350,954,1000,46,"[227, 314]"
351,966,1000,34,"[715, 503]"
352,986,1000,14,"[511, 906]"
353,965,1000,35,"[922, 339]"
354,985,1000,15,"[182, 612]"
355,909,1000,91,"[731, 622]"
356,953,1000,47,"[639, 925]"
357,964,1000,36,"[354, 939]"
358,715,1000,285,[574]
359,953,1000,47,"[557, 894]"
360,992,1000,8,"[903, 394]"
361,990,1000,10,"[962, 835]"
362,850,1000,150,[660]
363,974,1000,26,"[368, 313]"
364,994,1000,6,"[335, 824]"
365,738,1000,262,[709]
366,990,1000,10,"[968, 486]"
367,992,1000,8,"[449, 474]"
368,991,1000,9,"[422, 479]"
369,719,1000,281,[244]
370,980,1000,20,"[258, 502]"
371,980,1000,20,"[465, 558]"
372,983,1000,17,"[47, 721]"
373,1000,1000,0,"[118, 274]"
374,955,1000,45,"[995, 899]"
375,964,1000,36,"[238, 600]"
376,995,1000,5,"[617, 697]"
377,994,1000,6,"[410, 351]"
378,932,1000,68,"[974, 202]"
379,971,1000,29,"[821, 851]"
380,996,1000,4,"[14, 828]"
381,975,1000,25,"[944, 918]"
382,727,1000,273,[419]
383,983,1000,17,"[424, 870]"
384,958,1000,42,"[892, 512]"
385,843,1000,157,"[430, 447]"
386,971,1000,29,"[989, 878]"
387,923,1000,77,"[831, 938]"
388,869,1000,131,"[961, 845]"
389,908,1000,92,"[965, 783]"
390,954,1000,46,"[345, 499]"
391,921,1000,79,"[724, 659]"
392,985,1000,15,"[670, 426]"
393,996,1000,4,"[463, 730]"
394,973,1000,27,"[504, 970]"
395,987,1000,13,"[994, 461]"
396,982,1000,18,"[844, 466]"
397,979,1000,21,"[232, 942]"
398,977,1000,23,"[960, 913]"
399,988,1000,12,"[85, 230]"
400,975,1000,25,"[833, 469]"
401,965,1000,35,"[195, 70]"
402,997,1000,3,"[96, 451]"
403,980,1000,20,"[818, 645]"
404,946,1000,54,"[87, 119]"
405,982,1000,18,"[623, 930]"
406,989,1000,11,"[180, 951]"
407,969,1000,31,"[563, 542]"
408,975,1000,25,"[993, 793]"
409,983,1000,17,"[110, 807]"
410,939,1000,61,"[969, 822]"
411,987,1000,13,"[290, 495]"
412,998,1000,2,"[434, 510]"
413,986,1000,14,"[800, 853]"
414,996,1000,4,"[857, 305]"
415,931,1000,69,"[441, 278]"
416,926,1000,74,"[390, 408]"
417,1000,1000,0,"[464, 751]"
418,994,1000,6,"[769, 616]"
419,991,1000,9,"[648, 24]"
420,945,1000,55,"[48, 473]"
421,939,1000,61,"[421, 439]"
422,995,1000,5,"[467, 917]"
423,911,1000,89,"[932, 957]"
424,923,1000,77,"[979, 981]"
425,1000,1000,0,"[233, 647]"
426,951,1000,49,"[573, 678]"
427,825,1000,175,[77]
428,995,1000,5,"[652, 580]"
429,970,1000,30,"[295, 791]"
430,971,1000,29,"[983, 222]"
431,997,1000,3,"[407, 889]"
432,965,1000,35,"[294, 582]"
433,994,1000,6,"[178, 331]"
434,949,1000,51,"[928, 963]"
435,995,1000,5,"[415, 990]"
436,984,1000,16,"[492, 236]"
437,991,1000,9,"[701, 649]"
438,990,1000,10,"[811, 191]"
439,1000,1000,0,"[397, 211]"
440,996,1000,4,"[81, 690]"
441,891,1000,109,"[837, 864]"
442,929,1000,71,"[327, 967]"
443,988,1000,12,"[79, 287]"
444,951,1000,49,"[311, 784]"
445,975,1000,25,"[300, 626]"
446,983,1000,17,"[367, 999]"
447,998,1000,2,"[472, 700]"
448,936,1000,64,"[550, 955]"
449,998,1000,2,"[194, 357]"
450,991,1000,9,"[873, 936]"
451,960,1000,40,"[497, 861]"
452,991,1000,9,"[830, 937]"
453,992,1000,8,"[343, 428]"
454,997,1000,3,"[446, 435]"
455,967,1000,33,"[442, 456]"
456,1000,1000,0,"[105, 281]"
457,1000,1000,0,"[982, 513]"
458,961,1000,39,"[871, 734]"
459,966,1000,34,"[849, 240]"
460,981,1000,19,"[875, 459]"
461,993,1000,7,"[496, 725]"
462,993,1000,7,"[829, 471]"
463,993,1000,7,"[629, 692]"
464,974,1000,26,"[756, 750]"
465,972,1000,28,"[908, 770]"
466,960,1000,40,"[795, 669]"
467,983,1000,17,"[94, 509]"
468,997,1000,3,"[601, 681]"
469,982,1000,18,"[640, 705]"
470,769,1000,231,[707]
471,993,1000,7,"[66, 78]"
472,979,1000,21,"[998, 100]"
473,959,1000,41,"[547, 817]"
474,987,1000,13,"[353, 920]"
475,979,1000,21,"[555, 933]"
476,969,1000,31,"[685, 927]"
477,950,1000,50,"[789, 519]"
478,985,1000,15,"[225, 662]"
479,864,1000,136,"[929, 521]"
480,999,1000,1,"[552, 123]"
481,979,1000,21,"[139, 93]"
482,937,1000,63,"[82, 409]"
483,769,1000,231,[780]
484,984,1000,16,"[382, 665]"
485,991,1000,9,"[491, 523]"
486,987,1000,13,"[206, 347]"
487,986,1000,14,"[711, 953]"
488,976,1000,24,"[699, 398]"
489,1000,1000,0,"[548, 423]"
490,985,1000,15,"[329, 559]"
491,967,1000,33,"[98, 852]"
492,975,1000,25,"[689, 691]"
493,988,1000,12,"[802, 418]"
494,949,1000,51,"[704, 848]"
495,960,1000,40,"[740, 71]"
496,977,1000,23,"[708, 985]"
497,992,1000,8,"[192, 518]"
498,763,1000,237,[978]
499,978,1000,22,"[404, 966]"
500,942,1000,58,"[798, 149]"
501,958,1000,42,"[778, 340]"
502,984,1000,16,"[577, 996]"
503,900,1000,100,"[753, 642]"
504,947,1000,53,"[462, 554]"
505,943,1000,57,"[773, 779]"
506,993,1000,7,"[444, 611]"
507,989,1000,11,"[964, 253]"
508,996,1000,4,"[607, 812]"
509,991,1000,9,"[388, 688]"
510,986,1000,14,"[718, 914]"
511,988,1000,12,"[776, 76]"
512,975,1000,25,"[749, 114]"
513,969,1000,31,"[128, 733]"
514,953,1000,47,"[667, 457]"
515,993,1000,7,"[171, 531]"
516,998,1000,2,"[672, 75]"
517,954,1000,46,"[385, 627]"
518,935,1000,65,"[220, 1000]"
519,999,1000,1,"[282, 693]"
520,988,1000,12,"[719, 514]"
521,964,1000,36,"[923, 926]"
522,980,1000,20,"[658, 737]"
523,936,1000,64,"[417, 535]"
524,910,1000,90,"[763, 271]"
525,941,1000,59,"[605, 921]"
526,950,1000,50,"[935, 517]"
527,988,1000,12,"[593, 862]"
528,962,1000,38,"[636, 896]"
529,964,1000,36,"[309, 101]"
530,993,1000,7,"[948, 855]"
531,893,1000,107,"[475, 766]"
532,996,1000,4,"[874, 603]"
533,977,1000,23,"[884, 140]"
534,1000,1000,0,"[592, 328]"
535,961,1000,39,"[984, 716]"
536,992,1000,8,"[977, 992]"
537,943,1000,57,"[916, 500]"
538,998,1000,2,"[741, 854, 188]"
539,978,1000,22,"[106, 686]"
540,990,1000,10,"[832, 470, 440]"
