Task,Station,Time
615,206,172
537,206,253
724,206,541
100,207,117
385,207,69
670,207,201
588,207,476
753,207,116
709,208,48
68,208,126
976,208,182
999,208,100
224,208,525
881,209,39
61,209,268
801,209,390
516,209,300
630,210,68
626,210,113
662,210,132
1000,210,99
197,210,576
706,211,50
178,211,95
781,211,41
796,211,454
515,211,75
544,211,280
368,212,172
582,212,227
452,212,233
573,212,73
649,212,273
653,213,54
984,213,122
419,213,201
727,213,487
520,213,121
945,214,80
983,214,408
986,214,231
195,214,270
659,215,62
442,215,127
399,215,500
484,215,307
239,216,206
199,216,149
447,216,141
422,216,348
487,216,145
935,217,22
203,217,36
496,217,81
937,217,168
459,217,169
664,217,522
208,218,473
464,218,512
860,219,342
543,219,327
217,219,319
632,220,48
611,220,117
903,220,182
915,220,257
312,220,377
216,221,151
220,221,285
787,221,354
75,221,207
534,222,23
924,222,103
310,222,351
401,222,372
779,222,138
189,223,111
825,223,169
822,223,112
119,223,602
605,224,31
62,224,38
322,224,221
666,224,276
125,224,424
852,225,258
463,225,278
223,225,453
839,226,22
381,226,165
862,226,143
369,226,102
998,226,560
237,227,25
114,227,76
940,227,337
865,227,562
454,228,21
629,228,156
362,228,104
455,228,181
92,228,526
542,229,51
850,229,422
608,229,147
445,229,151
994,229,213
627,230,310
960,230,213
672,230,254
505,230,211
555,231,30
936,231,33
720,231,109
726,231,265
665,231,543
972,232,69
733,232,20
586,232,245
578,232,470
997,232,187
