station,load,cycle_time
286,675,1000
287,884,1000
288,558,1000
289,986,1000
290,980,1000
291,542,1000
292,507,1000
293,939,1000
294,988,1000
295,682,1000
296,896,1000
297,522,1000
298,791,1000
299,922,1000
300,618,1000
301,529,1000
302,526,1000
303,656,1000
304,691,1000
305,391,1000
306,642,1000
307,480,1000
308,620,1000
309,640,1000
310,513,1000
311,963,1000
312,757,1000
313,355,1000
314,647,1000
315,626,1000
316,515,1000
317,761,1000
318,972,1000
319,911,1000
320,479,1000
321,554,1000
322,864,1000
323,508,1000
324,752,1000
325,996,1000
326,910,1000
327,866,1000
328,916,1000
329,596,1000
330,503,1000
331,567,1000
332,711,1000
333,448,1000
334,624,1000
335,945,1000
336,933,1000
337,467,1000
338,564,1000
339,578,1000
340,765,1000
341,958,1000
342,747,1000
343,624,1000
344,952,1000
345,827,1000
346,407,1000
347,613,1000
348,693,1000
349,792,1000
350,836,1000
351,773,1000
352,973,1000
353,762,1000
354,948,1000
355,957,1000
356,450,1000
357,752,1000
358,792,1000
359,974,1000
360,747,1000
361,959,1000
362,934,1000
363,847,1000
364,654,1000
365,655,1000
366,994,1000
367,923,1000
368,519,1000
369,640,1000
370,857,1000
371,623,1000
372,643,1000
373,622,1000
374,448,1000
375,752,1000
376,650,1000
377,557,1000
378,658,1000
379,995,1000
380,672,1000
381,986,1000
382,564,1000
383,578,1000
384,599,1000
385,958,1000
386,901,1000
387,908,1000
388,952,1000
389,907,1000
390,669,1000
391,564,1000
392,607,1000
393,600,1000
394,922,1000
395,902,1000
396,629,1000
397,742,1000
398,679,1000
399,572,1000
400,573,1000
401,973,1000
402,739,1000
403,988,1000
404,591,1000
405,556,1000
406,466,1000
407,591,1000
408,942,1000
409,914,1000
410,573,1000
411,691,1000
412,629,1000
413,585,1000
414,454,1000
415,628,1000
416,998,1000
417,511,1000
418,625,1000
419,611,1000
420,868,1000
421,694,1000
422,627,1000
423,988,1000
424,836,1000
425,657,1000
426,943,1000
427,974,1000
428,992,1000
429,564,1000
430,890,1000
431,844,1000
432,976,1000
433,623,1000
434,587,1000
435,481,1000
436,586,1000
437,965,1000
438,979,1000
439,557,1000
440,968,1000
441,368,1000
442,697,1000
443,587,1000
444,712,1000
445,982,1000
446,697,1000
447,646,1000
448,719,1000
449,909,1000
450,905,1000
451,521,1000
452,665,1000
453,903,1000
454,842,1000
455,537,1000
456,623,1000
457,931,1000
458,543,1000
459,596,1000
460,550,1000
461,564,1000
462,642,1000
463,525,1000
464,579,1000
465,527,1000
466,584,1000
467,677,1000
468,394,1000
469,679,1000
470,909,1000
471,862,1000
472,485,1000
473,968,1000
474,853,1000
475,610,1000
476,536,1000
477,526,1000
478,670,1000
479,413,1000
480,606,1000
481,494,1000
482,558,1000
483,639,1000
484,804,1000
485,775,1000
486,970,1000
487,990,1000
488,894,1000
489,679,1000
490,890,1000
491,837,1000
492,955,1000
493,967,1000
494,995,1000
495,573,1000
496,888,1000
497,673,1000
498,873,1000
499,670,1000
500,924,1000
501,489,1000
502,964,1000
503,686,1000
504,886,1000
505,961,1000
506,623,1000
507,644,1000
508,591,1000
509,561,1000
510,556,1000
511,669,1000
512,576,1000
513,503,1000
514,855,1000
515,641,1000
516,814,1000
517,839,1000
518,994,1000
519,837,1000
520,834,1000
521,662,1000
522,867,1000
523,754,1000
524,813,1000
525,846,1000
526,843,1000
527,888,1000
528,475,1000
529,651,1000
530,596,1000
531,458,1000
532,961,1000
533,946,1000
534,926,1000
535,840,1000
536,382,1000
537,696,1000
538,964,1000
539,849,1000
540,775,1000
541,757,1000
542,901,1000
543,738,1000
544,619,1000
545,532,1000
546,920,1000
547,825,1000
548,703,1000
549,785,1000
550,950,1000
551,552,1000
552,836,1000
553,652,1000
554,648,1000
555,914,1000
556,583,1000
557,863,1000
558,662,1000
559,918,1000
560,608,1000
561,986,1000
562,878,1000
563,950,1000
564,519,1000
565,548,1000
566,499,1000
567,967,1000
568,513,1000
569,981,1000
570,532,1000
571,989,1000
572,952,1000
573,614,1000
574,989,1000
575,517,1000
576,510,1000
577,663,1000
578,660,1000
579,904,1000
580,924,1000
581,955,1000
582,821,1000
583,464,1000
584,689,1000
585,893,1000
586,776,1000
587,855,1000
588,506,1000
589,557,1000
590,909,1000
591,634,1000
592,909,1000
593,558,1000
594,520,1000
595,769,1000
596,766,1000
597,424,1000
598,622,1000
599,386,1000
600,758,1000
601,528,1000
602,966,1000
603,563,1000
604,684,1000
605,902,1000
606,875,1000
607,715,1000
608,895,1000
609,1000,1000
610,967,1000
611,972,1000
612,497,1000
613,667,1000
614,833,1000
615,711,1000
616,619,1000
617,539,1000
618,519,1000
619,911,1000
620,733,1000
621,626,1000
622,942,1000
623,524,1000
624,640,1000
625,482,1000
626,588,1000
627,678,1000
628,670,1000
629,894,1000
630,888,1000
631,857,1000
632,943,1000
633,943,1000
634,605,1000
635,502,1000
636,577,1000
637,634,1000
638,472,1000
639,663,1000
640,586,1000
641,616,1000
642,548,1000
643,601,1000
644,593,1000
645,843,1000
646,540,1000
647,1000,1000
648,820,1000
649,761,1000
650,569,1000
651,950,1000
652,988,1000
653,757,1000
654,472,1000
655,563,1000
656,553,1000
657,607,1000
658,771,1000
659,997,1000
660,965,1000
661,941,1000
662,560,1000
663,643,1000
664,764,1000
665,879,1000
666,562,1000
667,824,1000
668,803,1000
669,634,1000
670,530,1000
671,491,1000
672,846,1000
673,609,1000
674,734,1000
675,556,1000
676,566,1000
677,610,1000
678,649,1000
679,579,1000
680,905,1000
681,979,1000
682,867,1000
683,858,1000
