task,station
894,649
895,605
896,643
897,665
898,637
899,591
900,638
901,671
902,619
903,597
904,628
905,652
906,626
907,641
908,640
909,622
910,491
911,595
912,625
913,660
914,648
915,650
916,646
917,651
918,651
919,671
920,681
921,688
922,644
923,652
924,672
925,655
926,647
927,657
928,653
929,629
930,630
931,673
932,667
933,614
934,603
935,642
936,492
937,593
938,595
939,630
940,598
941,645
942,659
943,692
944,522
945,650
946,670
947,655
948,647
949,604
950,653
951,640
952,673
953,686
954,672
955,662
956,683
957,689
958,684
959,678
960,665
961,686
962,674
963,666
964,654
965,668
966,681
967,664
968,689
969,656
970,680
971,612
972,522
973,688
974,687
975,606
976,675
977,608
978,663
979,682
980,676
981,613
982,636
983,690
984,676
985,611
986,661
987,666
988,528
989,616
990,691
991,674
992,677
993,684
994,658
995,685
996,690
997,679
998,660
999,668
1000,663
