task,station
348,98
349,95
350,109
351,58
352,97
353,102
354,104
355,100
356,62
357,91
358,57
359,89
360,98
361,100
362,102
363,91
364,96
365,99
366,119
367,98
368,101
369,90
370,123
371,92
372,91
373,92
374,118
375,104
376,99
377,98
378,106
379,103
380,102
381,103
382,92
383,99
384,106
385,95
386,105
387,103
388,105
389,96
390,105
391,101
392,91
393,110
394,92
395,92
396,105
397,91
398,117
399,107
400,96
401,123
402,110
403,105
404,97
405,107
406,108
407,111
408,119
409,108
410,111
411,114
412,97
413,118
414,120
415,95
416,107
417,106
418,108
419,94
420,104
421,120
422,109
423,102
424,112
425,123
426,99
427,112
428,117
429,118
430,119
431,113
432,114
433,133
434,110
435,109
436,119
437,133
438,117
439,113
440,135
441,102
442,134
443,102
444,139
445,116
446,121
447,121
448,113
449,121
450,119
451,126
452,136
453,124
454,109
455,123
456,137
457,117
458,150
459,106
460,141
461,111
462,114
463,120
464,126
465,120
466,122
467,110
468,144
469,136
470,141
471,124
472,124
473,125
474,112
475,159
476,115
477,156
478,140
479,121
480,165
481,112
482,127
483,139
484,130
485,125
486,140
487,162
488,147
489,112
490,128
491,142
492,128
493,150
494,113
495,148
496,124
497,124
498,115
499,170
500,127
501,130
502,131
503,169
504,125
505,142
506,134
507,135
508,152
509,128
510,129
511,120
512,116
513,129
514,124
515,118
516,162
517,175
518,171
519,170
520,171
521,174
522,141
523,131
524,132
525,147
526,138
527,170
528,139
529,144
530,137
531,143
532,122
533,145
534,147
535,146
536,153
537,148
538,148
539,173
540,145
541,147
542,132
543,131
544,143
545,173
546,184
547,141
548,128
549,173
550,132
551,179
552,150
553,156
554,128
555,156
556,135
557,179
558,133
559,185
560,158
561,158
562,174
563,138
564,183
565,142
566,151
567,136
568,149
569,176
570,152
571,146
572,186
573,142
574,138
575,154
576,187
577,158
578,140
579,181
580,133
581,166
582,157
583,161
584,175
585,159
586,186
587,138
588,188
589,180
590,145
591,175
592,159
593,187
594,170
595,158
596,157
597,193
598,171
599,144
600,156
601,184
602,189
603,183
604,193
605,188
606,192
607,138
608,188
609,182
610,186
611,194
612,161
613,140
614,176
615,203
616,162
617,174
618,188
619,151
620,144
621,159
622,185
623,174
624,183
625,186
626,190
627,204
628,189
629,195
630,139
631,182
632,195
633,160
634,162
635,177
636,184
637,179
638,179
639,178
640,178
641,181
642,210
643,140
644,185
645,190
646,205
647,158
648,143
649,191
650,201
651,196
652,199
653,198
654,196
655,202
656,166
657,168
658,171
659,169
660,181
661,194
662,146
663,191
664,144
665,194
666,217
667,207
668,142
669,181
670,161
671,143
672,180
673,147
674,148
675,149
676,197
677,148
678,163
679,182
680,162
681,151
682,181
683,200
684,149
685,181
686,168
687,181
688,178
689,189
690,170
691,182
692,168
693,164
694,162
695,201
696,156
697,200
698,203
699,151
700,187
701,167
702,168
703,169
704,151
705,205
706,207
707,202
708,203
709,204
710,208
711,203
712,165
713,180
714,194
715,161
716,167
717,186
718,188
719,165
720,185
721,151
722,152
723,154
724,151
725,155
726,212
727,152
728,196
729,211
730,203
731,154
732,207
733,215
734,191
735,205
736,213
737,198
738,192
739,221
740,212
741,212
742,219
743,218
744,153
745,193
746,154
747,193
748,208
749,193
750,203
751,193
752,197
753,228
754,214
755,201
756,159
757,221
758,218
759,200
760,197
761,158
762,204
763,230
764,155
765,215
766,194
767,225
768,204
769,204
770,162
771,212
772,216
773,197
774,213
775,198
776,223
777,214
778,206
779,164
780,209
781,210
782,199
783,160
784,205
785,157
786,161
787,159
788,217
789,206
790,207
791,214
792,211
793,206
794,209
795,166
796,167
797,202
798,220
799,168
800,227
801,213
802,210
803,166
804,168
805,216
806,239
807,225
808,216
809,223
810,225
811,224
812,224
813,208
814,222
815,210
816,170
817,226
818,217
819,166
820,172
821,217
822,220
823,215
824,220
825,234
826,215
827,211
828,166
829,217
830,215
831,216
832,208
833,213
834,176
835,217
836,224
837,170
838,172
839,225
840,225
841,227
842,218
843,169
844,219
845,228
846,219
847,218
848,224
849,233
850,214
851,224
852,216
853,226
854,217
855,218
856,226
857,223
858,222
859,222
860,220
861,229
862,240
863,177
864,233
865,175
866,218
867,221
868,213
869,171
870,171
871,228
872,178
873,222
874,246
875,225
876,223
877,233
878,224
879,224
880,234
881,241
882,235
883,237
884,172
885,173
886,236
887,224
888,232
889,237
890,244
891,248
892,235
893,230
894,234
895,229
896,244
897,235
898,230
899,240
900,230
901,238
902,236
903,228
904,236
905,236
906,239
907,238
908,254
909,173
910,245
911,225
912,237
913,248
914,252
915,242
916,243
917,255
918,244
919,241
920,238
921,241
922,233
923,227
924,239
925,231
926,242
927,237
928,241
929,243
930,244
931,237
932,254
933,243
934,244
935,255
936,251
937,243
938,249
939,253
940,236
941,251
942,238
943,239
944,250
945,246
946,254
947,243
948,254
949,255
950,248
951,246
952,238
953,245
954,243
955,246
956,248
957,255
958,248
959,240
960,259
961,256
962,252
963,253
964,254
965,253
966,246
967,258
968,252
969,244
970,254
971,247
972,255
973,259
974,249
975,252
976,247
977,257
978,250
979,252
980,258
981,256
982,260
983,256
984,255
985,254
986,254
987,247
988,260
989,253
990,256
991,254
992,260
993,252
994,247
995,252
996,258
997,257
998,260
999,259
1000,256
