task,station
269,37
270,57
271,39
272,33
273,39
274,45
275,43
276,41
277,41
278,57
279,43
280,33
281,53
282,58
283,51
284,37
285,32
286,42
287,46
288,45
289,42
290,57
291,52
292,44
293,43
294,44
295,46
296,43
297,46
298,46
299,47
300,39
301,40
302,37
303,39
304,67
305,47
306,59
307,40
308,47
309,46
310,45
311,39
312,42
313,38
314,43
315,53
316,42
317,48
318,69
319,51
320,45
321,40
322,39
323,40
324,46
325,49
326,56
327,41
328,48
329,48
330,43
331,50
332,41
333,67
334,42
335,47
336,57
337,44
338,48
339,49
340,59
341,51
342,54
343,67
344,57
345,52
346,62
347,55
348,48
349,50
350,50
351,59
352,72
353,63
354,60
355,42
356,47
357,52
358,54
359,44
360,49
361,58
362,60
363,52
364,63
365,58
366,49
367,52
368,76
369,64
370,60
371,68
372,53
373,62
374,76
375,52
376,48
377,55
378,66
379,63
380,50
381,50
382,77
383,61
384,73
385,60
386,54
387,55
388,54
389,53
390,53
391,55
392,70
393,61
394,65
395,71
396,75
397,58
398,70
399,57
400,75
401,64
402,58
403,55
404,61
405,71
406,56
407,57
408,58
409,55
410,73
411,53
412,54
413,78
414,60
415,73
416,74
417,84
418,74
419,74
420,56
421,58
422,56
423,58
424,59
425,59
426,72
427,77
428,76
429,70
430,60
431,62
432,62
433,65
434,71
435,80
436,58
437,60
438,61
439,74
440,62
441,72
442,66
443,75
444,63
445,59
446,69
447,77
448,62
449,60
450,84
451,78
452,59
453,62
454,61
455,61
456,80
457,60
458,69
459,79
460,61
461,69
462,63
463,78
464,78
465,66
466,70
467,61
468,63
469,70
470,77
471,69
472,68
473,66
474,75
475,68
476,75
477,76
478,64
479,67
480,62
481,70
482,86
483,79
484,81
485,65
486,76
487,72
488,63
489,76
490,65
491,67
492,68
493,69
494,70
495,80
496,69
497,69
498,63
499,63
500,78
501,83
502,80
503,81
504,70
505,72
506,71
507,79
508,67
509,73
510,85
511,66
512,65
513,64
514,83
515,85
516,79
517,63
518,91
519,83
520,64
521,68
522,81
523,92
524,81
525,88
526,82
527,81
528,73
529,67
530,79
531,66
532,73
533,73
534,80
535,87
536,97
537,67
538,76
539,87
540,71
541,67
542,77
543,74
544,72
545,81
546,82
547,82
548,84
549,83
550,83
551,85
552,83
553,77
554,89
555,70
556,82
557,77
558,99
559,83
560,68
561,68
562,71
563,71
564,90
565,83
566,84
567,86
568,87
569,101
570,82
571,90
572,83
573,74
574,80
575,85
576,87
577,91
578,89
579,84
580,84
581,85
582,93
583,103
584,81
585,91
586,89
587,98
588,94
589,78
590,86
591,91
592,88
593,76
594,82
595,87
596,86
597,88
598,94
599,86
600,88
601,88
602,98
603,101
604,90
605,89
606,85
607,85
608,96
609,78
610,99
611,89
612,99
613,80
614,99
615,104
616,89
617,86
618,93
619,93
620,94
621,89
622,93
623,90
624,90
625,102
626,79
627,93
628,87
629,90
630,88
631,104
632,93
633,95
634,91
635,93
636,95
637,97
638,95
639,111
640,97
641,91
642,92
643,98
644,96
645,92
646,113
647,95
648,94
649,94
650,98
651,91
652,87
653,100
654,100
655,95
656,97
657,110
658,92
659,98
660,117
661,106
662,98
663,100
664,100
665,98
666,98
667,97
668,95
669,129
670,96
671,109
672,115
673,101
674,102
675,102
676,100
677,100
678,99
679,99
680,106
681,107
682,117
683,115
684,98
685,92
686,102
687,117
688,101
689,131
690,102
691,109
692,109
693,105
694,104
695,107
696,102
697,135
698,136
699,106
700,105
701,100
702,122
703,119
704,106
705,119
706,105
707,101
708,106
709,103
710,103
711,108
712,123
713,102
714,92
715,109
716,119
717,101
718,103
719,136
720,108
721,119
722,108
723,106
724,96
725,103
726,107
727,140
728,136
729,108
730,139
731,125
732,121
733,108
734,104
735,101
736,106
737,140
738,144
739,110
740,124
741,123
742,110
743,96
744,107
745,109
746,119
747,109
748,110
749,102
750,110
751,105
752,106
753,107
754,112
755,120
756,111
757,125
758,109
759,98
760,105
761,110
762,124
763,125
764,111
765,115
766,110
767,111
768,111
769,121
770,110
771,114
772,108
773,112
774,115
775,114
776,112
777,112
778,112
779,113
780,113
781,109
782,117
783,112
784,122
785,122
786,112
787,117
788,111
789,119
790,113
791,118
792,111
793,114
794,117
795,114
796,114
797,123
798,115
799,115
800,115
801,125
802,118
803,116
804,115
805,113
806,116
807,122
808,122
809,118
810,114
811,113
812,114
813,119
814,116
815,113
816,119
817,115
818,126
819,116
820,125
821,120
822,118
823,114
824,120
825,116
826,121
827,124
828,118
829,116
830,126
831,123
832,115
833,118
834,127
835,133
836,132
837,126
838,120
839,124
840,122
841,125
842,127
843,127
844,143
845,116
846,120
847,132
848,127
849,135
850,130
851,127
852,124
853,136
854,117
855,118
856,134
857,124
858,133
859,120
860,143
861,125
862,129
863,130
864,125
865,136
866,124
867,121
868,128
869,135
870,126
871,134
872,123
873,136
874,128
875,139
876,131
877,137
878,143
879,133
880,129
881,125
882,138
883,128
884,123
885,141
886,137
887,123
888,132
889,147
890,139
891,136
892,132
893,137
894,128
895,136
896,139
897,140
898,139
899,140
900,138
901,141
902,138
903,139
904,139
905,139
906,142
907,145
908,129
909,132
910,133
911,133
912,129
913,130
914,131
915,130
916,128
917,129
918,136
919,128
920,136
921,133
922,129
923,123
924,138
925,138
926,139
927,147
928,130
929,142
930,143
931,126
932,129
933,148
934,134
935,142
936,146
937,131
938,131
939,140
940,140
941,142
942,132
943,125
944,145
945,135
946,144
947,131
948,131
949,143
950,132
951,141
952,142
953,138
954,133
955,145
956,137
957,135
958,145
959,145
960,146
961,131
962,132
963,143
964,133
965,134
966,135
967,144
968,144
969,131
970,146
971,137
972,146
973,141
974,148
975,146
976,133
977,147
978,146
979,135
980,138
981,145
982,134
983,138
984,135
985,133
986,148
987,146
988,148
989,147
990,138
991,141
992,147
993,147
994,146
995,134
996,147
997,143
998,144
999,138
1000,148
