station,load,cycle_time
369,683,1000
370,921,1000
371,646,1000
372,634,1000
373,812,1000
374,769,1000
375,517,1000
376,924,1000
377,908,1000
378,910,1000
379,915,1000
380,986,1000
381,885,1000
382,983,1000
383,514,1000
384,850,1000
385,649,1000
386,445,1000
387,572,1000
388,617,1000
389,625,1000
390,947,1000
391,712,1000
392,715,1000
393,831,1000
394,905,1000
395,978,1000
396,898,1000
397,876,1000
398,999,1000
399,519,1000
400,959,1000
401,797,1000
402,637,1000
403,534,1000
404,883,1000
405,645,1000
406,562,1000
407,959,1000
408,768,1000
409,682,1000
410,611,1000
411,601,1000
412,914,1000
413,834,1000
414,812,1000
415,566,1000
416,507,1000
417,998,1000
418,617,1000
419,875,1000
420,880,1000
421,537,1000
422,966,1000
423,907,1000
424,932,1000
425,801,1000
426,605,1000
427,504,1000
428,978,1000
429,563,1000
430,975,1000
431,914,1000
432,947,1000
433,876,1000
434,724,1000
435,506,1000
436,1000,1000
437,607,1000
438,801,1000
439,874,1000
440,822,1000
441,456,1000
442,567,1000
443,492,1000
444,915,1000
445,379,1000
446,738,1000
447,598,1000
448,713,1000
449,703,1000
450,842,1000
451,785,1000
452,963,1000
453,466,1000
454,850,1000
455,600,1000
456,512,1000
457,612,1000
458,532,1000
459,546,1000
460,602,1000
461,773,1000
462,927,1000
463,911,1000
464,678,1000
465,573,1000
466,627,1000
467,536,1000
468,769,1000
469,965,1000
470,590,1000
471,537,1000
472,658,1000
473,956,1000
474,1000,1000
475,978,1000
476,527,1000
477,992,1000
478,622,1000
479,963,1000
480,894,1000
481,828,1000
482,628,1000
483,659,1000
484,980,1000
485,709,1000
486,467,1000
487,619,1000
488,506,1000
489,625,1000
490,518,1000
491,801,1000
492,909,1000
493,885,1000
494,991,1000
495,872,1000
496,903,1000
497,918,1000
498,963,1000
499,662,1000
500,883,1000
501,928,1000
502,599,1000
503,847,1000
504,565,1000
505,485,1000
506,922,1000
507,976,1000
508,979,1000
509,616,1000
510,555,1000
511,546,1000
512,601,1000
513,822,1000
514,621,1000
515,988,1000
516,631,1000
517,828,1000
518,923,1000
519,884,1000
520,639,1000
521,934,1000
522,717,1000
523,802,1000
524,888,1000
525,675,1000
526,813,1000
527,984,1000
528,980,1000
529,769,1000
530,613,1000
531,552,1000
532,697,1000
533,849,1000
534,665,1000
535,639,1000
536,933,1000
537,929,1000
538,994,1000
539,505,1000
540,674,1000
541,667,1000
542,995,1000
543,521,1000
544,994,1000
545,536,1000
546,894,1000
547,669,1000
548,903,1000
549,756,1000
550,655,1000
551,986,1000
552,669,1000
553,985,1000
554,347,1000
555,654,1000
556,779,1000
557,956,1000
558,810,1000
559,841,1000
560,877,1000
561,634,1000
562,977,1000
563,546,1000
564,638,1000
565,901,1000
566,619,1000
567,433,1000
568,651,1000
569,713,1000
570,834,1000
571,769,1000
572,525,1000
573,593,1000
574,572,1000
575,722,1000
576,640,1000
577,985,1000
578,861,1000
579,968,1000
580,673,1000
581,754,1000
582,803,1000
583,949,1000
584,705,1000
585,864,1000
586,822,1000
587,830,1000
588,609,1000
589,508,1000
590,607,1000
591,874,1000
592,938,1000
593,917,1000
594,616,1000
595,602,1000
596,750,1000
597,883,1000
598,837,1000
599,661,1000
600,930,1000
601,751,1000
602,763,1000
603,812,1000
604,801,1000
605,988,1000
606,658,1000
607,659,1000
608,993,1000
609,691,1000
610,523,1000
611,965,1000
612,494,1000
613,562,1000
614,958,1000
615,667,1000
616,531,1000
617,516,1000
618,565,1000
619,459,1000
620,594,1000
621,477,1000
622,864,1000
623,956,1000
624,914,1000
625,866,1000
626,620,1000
627,905,1000
628,867,1000
629,718,1000
630,575,1000
631,547,1000
632,513,1000
633,493,1000
634,634,1000
635,964,1000
636,478,1000
637,577,1000
638,995,1000
639,937,1000
640,496,1000
641,962,1000
642,901,1000
643,945,1000
644,681,1000
645,989,1000
646,681,1000
647,590,1000
648,551,1000
649,502,1000
650,511,1000
651,998,1000
652,707,1000
653,567,1000
654,508,1000
655,607,1000
656,766,1000
657,736,1000
658,967,1000
659,937,1000
660,761,1000
661,972,1000
662,663,1000
663,920,1000
664,863,1000
